date,mw,region
2009-03-25 0:00,24777,ОЭС ЦЕНТРА
2009-03-25 1:00,24661,ОЭС ЦЕНТРА
2009-03-25 2:00,24658,ОЭС ЦЕНТРА
2009-03-25 3:00,24504,ОЭС ЦЕНТРА
2009-03-25 4:00,24358,ОЭС ЦЕНТРА
2009-03-25 5:00,24518,ОЭС ЦЕНТРА
2009-03-25 6:00,24967,ОЭС ЦЕНТРА
2009-03-25 7:00,26898,ОЭС ЦЕНТРА
2009-03-25 8:00,27875,ОЭС ЦЕНТРА
2009-03-25 9:00,29938,ОЭС ЦЕНТРА
2009-03-25 10:00,30419,ОЭС ЦЕНТРА
2009-03-25 11:00,30102,ОЭС ЦЕНТРА
2009-03-25 12:00,28727,ОЭС ЦЕНТРА
2009-03-25 13:00,28756,ОЭС ЦЕНТРА
2009-03-25 14:00,28661,ОЭС ЦЕНТРА
2009-03-25 15:00,28579,ОЭС ЦЕНТРА
2009-03-25 16:00,29142,ОЭС ЦЕНТРА
2009-03-25 17:00,28734,ОЭС ЦЕНТРА
2009-03-25 18:00,28991,ОЭС ЦЕНТРА
2009-03-25 19:00,30577,ОЭС ЦЕНТРА
2009-03-25 20:00,30622,ОЭС ЦЕНТРА
2009-03-25 21:00,30496,ОЭС ЦЕНТРА
2009-03-25 22:00,28294,ОЭС ЦЕНТРА
2009-03-25 23:00,26766,ОЭС ЦЕНТРА
