datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-12-01 00:00:00,28861,MIDW,12920,1596,0,475,1467,11918,15682
2019-12-01 01:00:00,29246,MIDW,11937,1158,0,470,1506,11924,16232
2019-12-01 02:00:00,27825,MIDW,11781,1089,0,468,1439,11926,16058
2019-12-01 03:00:00,27702,MIDW,11100,1037,0,466,1422,11927,15459
2019-12-01 04:00:00,27107,MIDW,10257,990,0,461,1421,11931,14793
2019-12-01 05:00:00,26843,MIDW,10294,988,0,461,1421,11931,14763
2019-12-01 06:00:00,23959,MIDW,9266,899,0,477,1404,11946,13358
2019-12-01 07:00:00,22097,MIDW,9565,877,0,462,1344,11952,12532
2019-12-01 08:00:00,21226,MIDW,9800,866,0,451,1371,11952,12521
2019-12-01 09:00:00,20402,MIDW,10723,867,0,449,1348,11950,12019
2019-12-01 10:00:00,19705,MIDW,11325,864,0,454,1346,11952,11767
2019-12-01 11:00:00,20120,MIDW,11234,861,0,451,1326,11957,11856
2019-12-01 12:00:00,21364,MIDW,11395,907,0,462,1282,11959,12081
2019-12-01 13:00:00,22887,MIDW,10642,930,0,441,1369,11959,12782
2019-12-01 14:00:00,24823,MIDW,10336,939,15,455,1430,11961,13228
2019-12-01 15:00:00,25891,MIDW,10805,961,61,451,1495,11958,13791
2019-12-01 16:00:00,26780,MIDW,11752,962,102,430,1579,11960,14466
2019-12-01 17:00:00,27328,MIDW,12304,924,126,473,1662,11961,14609
2019-12-01 18:00:00,27580,MIDW,12545,924,129,451,1705,11960,14673
2019-12-01 19:00:00,27462,MIDW,12821,916,129,450,1705,11963,14743
2019-12-01 20:00:00,28214,MIDW,12183,960,126,451,1724,11965,14766
2019-12-01 21:00:00,28460,MIDW,12291,962,108,450,1729,11961,15070
2019-12-01 22:00:00,29483,MIDW,12058,959,60,461,1777,11959,16183
2019-12-01 23:00:00,31078,MIDW,11605,1657,12,460,1845,11957,17587
2019-12-02 00:00:00,31928,MIDW,11863,1979,0,470,2020,11957,18590
2019-12-02 01:00:00,31788,MIDW,11939,1955,0,458,2174,11956,18652
2019-12-02 02:00:00,32572,MIDW,11368,1586,0,456,2073,11961,18553
2019-12-02 03:00:00,32525,MIDW,10625,1067,0,461,2044,11966,18353
2019-12-02 04:00:00,30588,MIDW,10375,960,0,454,2013,11967,17091
2019-12-02 05:00:00,27987,MIDW,10783,902,0,456,1905,11966,16303
2019-12-02 06:00:00,26146,MIDW,10048,825,0,459,1894,11972,16057
2019-12-02 07:00:00,25205,MIDW,8999,772,0,445,1855,11977,16099
2019-12-02 08:00:00,25114,MIDW,8161,769,0,445,1854,11979,16174
2019-12-02 09:00:00,25113,MIDW,7735,765,0,444,1858,11981,16796
2019-12-02 10:00:00,25561,MIDW,7179,761,0,450,1888,11980,18091
2019-12-02 11:00:00,27876,MIDW,6744,759,0,480,2008,11981,19532
2019-12-02 12:00:00,31825,MIDW,6491,772,0,505,2475,11975,22250
2019-12-02 13:00:00,35059,MIDW,5733,1560,0,508,2749,11974,24650
2019-12-02 14:00:00,37218,MIDW,5018,1599,13,510,2958,11972,26258
2019-12-02 15:00:00,37856,MIDW,4154,1608,63,495,2947,11972,26519
2019-12-02 16:00:00,38006,MIDW,3946,1333,106,491,2926,11968,26130
2019-12-02 17:00:00,37897,MIDW,3830,1098,129,493,2945,11970,26059
2019-12-02 18:00:00,38050,MIDW,3532,799,140,495,2945,11969,25447
2019-12-02 19:00:00,37414,MIDW,3707,787,153,479,2834,11972,24509
2019-12-02 20:00:00,36396,MIDW,4417,773,148,467,2713,11969,23939
2019-12-02 21:00:00,35297,MIDW,4922,780,113,463,2684,11972,23934
2019-12-02 22:00:00,35486,MIDW,5414,811,54,469,2687,11972,23947
2019-12-02 23:00:00,36171,MIDW,6537,1400,11,464,2816,11967,23977
2019-12-03 00:00:00,37742,MIDW,7830,1462,0,462,2888,11964,24643
2019-12-03 01:00:00,37922,MIDW,8863,1252,0,471,2981,11969,24895
2019-12-03 02:00:00,36464,MIDW,10263,1185,0,479,2964,11974,24792
2019-12-03 03:00:00,35558,MIDW,10787,894,0,457,2812,11971,24256
2019-12-03 04:00:00,34051,MIDW,10994,838,0,451,2480,11972,22971
2019-12-03 05:00:00,31780,MIDW,10793,826,0,443,2391,11978,21669
2019-12-03 06:00:00,29643,MIDW,10197,912,0,450,2185,11978,19860
2019-12-03 07:00:00,28272,MIDW,9851,910,0,451,2148,11982,19492
2019-12-03 08:00:00,27749,MIDW,9002,908,0,452,2160,11985,19683
2019-12-03 09:00:00,28272,MIDW,8286,906,0,460,2159,11985,19879
2019-12-03 10:00:00,29000,MIDW,8117,902,0,435,2169,11980,20088
2019-12-03 11:00:00,30671,MIDW,8582,903,0,426,2295,11982,20687
2019-12-03 12:00:00,32849,MIDW,9117,924,0,440,2578,11976,22527
2019-12-03 13:00:00,35016,MIDW,9660,1858,0,459,2730,11975,24148
2019-12-03 14:00:00,36263,MIDW,9542,1919,13,458,2727,11969,24675
2019-12-03 15:00:00,35899,MIDW,9707,1424,61,438,2555,11978,23868
2019-12-03 16:00:00,35728,MIDW,9406,1077,99,446,2547,11971,23113
2019-12-03 17:00:00,35021,MIDW,8830,974,150,436,2657,11969,22330
2019-12-03 18:00:00,33446,MIDW,9265,911,167,432,2576,11958,21589
2019-12-03 19:00:00,32277,MIDW,9757,783,175,434,2448,11957,21303
2019-12-03 20:00:00,31196,MIDW,10670,763,178,462,2403,11959,20313
2019-12-03 21:00:00,30545,MIDW,11266,798,169,481,2423,11958,19769
2019-12-03 22:00:00,30666,MIDW,11484,838,82,476,2433,11957,19723
2019-12-03 23:00:00,32160,MIDW,11612,993,14,452,2553,11962,20773
2019-12-04 00:00:00,33551,MIDW,13252,1111,0,453,2451,11958,21154
2019-12-04 01:00:00,34064,MIDW,14062,886,0,442,2456,12047,21337
2019-12-04 02:00:00,33475,MIDW,14408,883,0,439,2406,12153,21488
2019-12-04 03:00:00,32209,MIDW,14247,922,0,445,2356,12169,21107
2019-12-04 04:00:00,30731,MIDW,13794,1006,0,447,2030,12160,20255
2019-12-04 05:00:00,28955,MIDW,13400,967,0,455,1870,12162,18919
2019-12-04 06:00:00,28598,MIDW,12077,836,0,449,1746,12177,18080
2019-12-04 07:00:00,27839,MIDW,12555,820,0,451,1626,12245,16132
2019-12-04 08:00:00,26846,MIDW,12793,800,0,457,1611,12273,15860
2019-12-04 09:00:00,26409,MIDW,13043,808,0,456,1548,12451,15000
2019-12-04 10:00:00,26429,MIDW,12798,876,0,459,1571,12518,15151
2019-12-04 11:00:00,27857,MIDW,12483,915,0,463,1722,12614,16434
2019-12-04 12:00:00,31111,MIDW,12896,873,0,457,1883,12783,18638
2019-12-04 13:00:00,33620,MIDW,13211,1370,0,454,2072,12890,20504
2019-12-04 14:00:00,35083,MIDW,13164,1241,15,442,2178,12890,20869
2019-12-04 15:00:00,34423,MIDW,12179,914,90,453,2259,12847,20588
2019-12-04 16:00:00,34037,MIDW,9805,846,192,457,2235,12787,20483
2019-12-04 17:00:00,34397,MIDW,7619,960,234,468,2232,12796,20024
2019-12-04 18:00:00,33589,MIDW,6665,1003,240,466,2231,12799,19927
2019-12-04 19:00:00,32276,MIDW,6505,922,229,480,2151,12805,19659
2019-12-04 20:00:00,31561,MIDW,6744,1041,226,478,2066,12817,19658
2019-12-04 21:00:00,30830,MIDW,6910,1065,203,458,1917,12840,19686
2019-12-04 22:00:00,31434,MIDW,6586,1046,102,478,2012,12856,19949
2019-12-04 23:00:00,34003,MIDW,6223,1309,13,459,2118,12871,20110
2019-12-05 00:00:00,36888,MIDW,5818,1387,0,465,2181,12876,20843
2019-12-05 01:00:00,38024,MIDW,5559,1390,0,459,2191,12879,20701
2019-12-05 02:00:00,38384,MIDW,5178,1169,0,446,2173,12890,20515
2019-12-05 03:00:00,38047,MIDW,4230,1042,0,449,2050,12884,20467
2019-12-05 04:00:00,36557,MIDW,3484,1026,0,453,1930,12805,19919
2019-12-05 05:00:00,34152,MIDW,3904,989,0,463,1926,12842,19248
2019-12-05 06:00:00,31284,MIDW,4404,989,0,466,1817,12873,18951
2019-12-05 07:00:00,28758,MIDW,4852,990,0,466,1659,12894,18599
2019-12-05 08:00:00,27956,MIDW,5092,991,0,466,1438,12919,18467
2019-12-05 09:00:00,28402,MIDW,4350,913,0,487,1460,12936,18680
2019-12-05 10:00:00,28971,MIDW,4276,850,0,471,1470,12954,18619
2019-12-05 11:00:00,30168,MIDW,5273,865,0,454,1610,12975,18989
2019-12-05 12:00:00,33838,MIDW,6019,879,0,463,2082,12984,20404
2019-12-05 13:00:00,37148,MIDW,7354,1393,0,467,2305,12968,21561
2019-12-05 14:00:00,38063,MIDW,8194,1366,11,460,2345,12963,21668
2019-12-05 15:00:00,36763,MIDW,8518,1363,47,444,2322,12951,20890
2019-12-05 16:00:00,35549,MIDW,8003,1081,90,455,2291,12952,20611
2019-12-05 17:00:00,34940,MIDW,6854,985,145,463,2283,12940,20365
2019-12-05 18:00:00,34527,MIDW,5830,1055,192,457,2203,12934,19898
2019-12-05 19:00:00,33763,MIDW,5210,1060,194,448,2191,12920,20116
2019-12-05 20:00:00,33604,MIDW,4841,1060,150,455,2209,12910,20086
2019-12-05 21:00:00,32939,MIDW,4947,1064,125,458,2330,12903,20048
2019-12-05 22:00:00,33141,MIDW,5704,985,67,477,2276,12897,20207
2019-12-05 23:00:00,34475,MIDW,6589,1234,8,455,2389,12891,20430
2019-12-06 00:00:00,36241,MIDW,8108,1381,0,471,2457,12892,20742
2019-12-06 01:00:00,36797,MIDW,9152,1014,0,452,2362,12890,20333
2019-12-06 02:00:00,35504,MIDW,10457,1087,0,457,2258,12890,19777
2019-12-06 03:00:00,32994,MIDW,11411,1050,0,453,2148,12888,19331
2019-12-06 04:00:00,30483,MIDW,12175,992,0,462,1856,12889,18147
2019-12-06 05:00:00,27679,MIDW,12473,954,0,449,1728,12889,16654
2019-12-06 06:00:00,26146,MIDW,12150,823,0,452,1428,12893,15116
2019-12-06 07:00:00,24598,MIDW,11839,791,0,443,1315,12893,13735
2019-12-06 08:00:00,23689,MIDW,11505,791,0,445,1273,12894,13535
