nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,year,month,unit
16741.44978515625,12117.211917968758,61734.62919814453,6591.837983520509,0.0,97185.12888479004,35450.49968664552,0.17226349316264958,0.1246817497390299,0.6352271166026751,0.06782764049564546,0.0,0.364772883397325,2018,1,Gwh
16361.013220703126,10989.88838330079,56383.501595800786,6060.999032592774,0.0,89795.40223239748,33411.900636596685,0.18220323996499901,0.1223880968299257,0.627910786009688,0.06749787719538733,0.0,0.372089213990312,2018,2,Gwh
18435.434115234373,12890.242539550789,58247.1793511719,6607.555162231447,0.0,96180.41116818851,37933.23181701661,0.19167555941299466,0.13402149546865538,0.6056033514903193,0.0686995936280306,0.0,0.3943966485096807,2018,3,Gwh
14710.596478515625,13587.868746093754,45554.81511357425,6130.3004138183605,0.0,79983.58075200199,34428.76563842774,0.18392020387443606,0.16988322626145555,0.5695520841311423,0.07664448573296613,0.0,0.4304479158688578,2018,4,Gwh
16693.61594921875,16187.034184570315,44010.6370728223,5679.80751147461,0.0,82571.09471808597,38560.457645263676,0.2021726368799403,0.19603753880018243,0.5330029500406082,0.06878687427926922,0.0,0.46699704995939195,2018,5,Gwh
16662.11182421875,17011.92638183594,38638.54899061526,5200.813722961426,0.0,77513.40091963137,38874.85192901611,0.21495782182870052,0.21947077769783968,0.49847572848309246,0.06709567199036735,0.0,0.5015242715169075,2018,6,Gwh
16350.040236328125,15771.891159667975,40511.59905933108,5142.271051147462,0.0,77775.80150647464,37264.20244714356,0.21022014456472074,0.20278661041320165,0.5208766515374141,0.06611659348466348,0.0,0.4791233484625858,2018,7,Gwh
17485.502732421875,15893.858895019544,41011.61252734865,5329.050170043945,0.0,79720.02432483401,38708.411797485365,0.219336394845716,0.1993709739758366,0.5144455596280206,0.06684707155042681,0.0,0.4855544403719794,2018,8,Gwh
15417.2948359375,13924.757786132825,42099.99382740238,5395.0158208007815,6.871275400873193,76843.93354567436,34743.939718271984,0.20063125512404692,0.18120828988870347,0.5478635968365553,0.07020743957093376,8.941857976061386e-05,0.45213640316344483,2018,9,Gwh
16687.755810546874,13544.917867675797,47276.86280932621,6235.736221008302,38.08526935421734,83783.3579779114,36506.49516858519,0.19917745257890507,0.16166597036187988,0.5642751012890921,0.07442690734181708,0.0004545684283059903,0.435724898710908,2018,10,Gwh
18382.270326171874,12418.612749023452,54944.044336230494,6367.90159338379,21.75743773515732,92134.58644254477,37190.54210631427,0.19951541582742197,0.13478774072283609,0.596345481731702,0.0691152132902319,0.00023614842780810965,0.40365451826829807,2018,11,Gwh
19989.001560546876,12931.355091064463,63776.759441308604,6737.224158691407,12.616828610251892,103446.9570802216,39670.197638913,0.1932294784180621,0.12500469280151358,0.6165165340905162,0.06512733045851497,0.00012196423139317404,0.38348346590948384,2018,12,Gwh
