datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Petroleum,Solar,Other
2022-05-03 00:00:00,2119,NE,263,1577,4,6678,0,2,588
2022-05-03 01:00:00,2105,NE,289,1528,3,6631,0,0,592
2022-05-03 02:00:00,2108,NE,281,1183,4,6195,0,0,589
2022-05-03 03:00:00,2097,NE,225,925,5,5566,0,0,573
2022-05-03 04:00:00,2105,NE,218,934,3,4711,0,0,582
2022-05-03 05:00:00,2094,NE,193,901,4,4293,0,0,583
2022-05-03 06:00:00,2110,NE,196,889,2,4108,0,0,567
2022-05-03 07:00:00,2112,NE,157,890,1,4071,0,0,559
2022-05-03 08:00:00,2119,NE,125,893,4,4105,0,0,561
2022-05-03 09:00:00,2122,NE,94,902,1,4179,0,0,562
2022-05-03 10:00:00,2142,NE,61,977,2,4787,0,0,601
2022-05-03 11:00:00,2143,NE,50,1145,2,5896,0,9,603
2022-05-03 12:00:00,2121,NE,50,1509,1,6360,0,41,600
2022-05-03 13:00:00,2109,NE,43,1488,0,6320,0,84,592
2022-05-03 14:00:00,2095,NE,36,1277,2,6109,0,130,586
2022-05-03 15:00:00,2120,NE,45,1031,1,5957,0,196,589
2022-05-03 16:00:00,2109,NE,69,971,2,5905,0,263,570
2022-05-03 17:00:00,2132,NE,72,969,2,6032,1,265,601
2022-05-03 18:00:00,2114,NE,87,920,4,5994,1,254,597
2022-05-03 19:00:00,2111,NE,108,898,0,5774,0,224,587
2022-05-03 20:00:00,2124,NE,137,907,1,5827,0,201,593
2022-05-03 21:00:00,2133,NE,167,1057,5,6044,0,170,597
2022-05-03 22:00:00,2118,NE,212,1509,2,6115,0,104,579
2022-05-03 23:00:00,2116,NE,264,1822,3,5995,0,64,570
2022-05-04 00:00:00,2117,NE,272,1863,0,6166,0,40,588
2022-05-04 01:00:00,2115,NE,368,1836,0,6241,0,33,584
2022-05-04 02:00:00,2109,NE,328,1345,0,6120,0,9,589
2022-05-04 03:00:00,2105,NE,326,917,0,5477,0,0,586
2022-05-04 04:00:00,2113,NE,421,1001,0,4677,0,0,588
2022-05-04 05:00:00,2101,NE,389,999,5,4246,0,0,577
2022-05-04 06:00:00,2119,NE,339,966,2,4230,0,0,584
2022-05-04 07:00:00,2114,NE,365,931,7,4119,0,0,577
2022-05-04 08:00:00,2115,NE,352,833,6,4212,0,0,570
2022-05-04 09:00:00,2123,NE,436,849,7,4495,0,0,547
2022-05-04 10:00:00,2119,NE,422,868,5,4751,0,0,542
2022-05-04 11:00:00,2157,NE,416,926,2,5639,0,5,547
2022-05-04 12:00:00,2142,NE,436,1285,4,6366,0,19,544
2022-05-04 13:00:00,2127,NE,395,1576,3,6614,0,36,545
2022-05-04 14:00:00,2117,NE,316,1755,0,6768,0,43,550
2022-05-04 15:00:00,2116,NE,223,1487,1,6839,0,58,552
2022-05-04 16:00:00,2098,NE,177,1318,3,6821,0,57,546
2022-05-04 17:00:00,2101,NE,160,1147,3,6877,0,90,550
2022-05-04 18:00:00,2111,NE,163,964,1,6750,0,108,551
2022-05-04 19:00:00,2116,NE,145,948,1,6737,0,97,555
2022-05-04 20:00:00,2132,NE,98,1194,2,6896,2,86,551
2022-05-04 21:00:00,2122,NE,80,1351,2,7008,1,64,553
2022-05-04 22:00:00,2124,NE,81,1587,4,7147,0,40,557
2022-05-04 23:00:00,2111,NE,84,1713,4,6973,0,17,554
2022-05-05 00:00:00,2112,NE,100,1589,4,6940,0,5,550
2022-05-05 01:00:00,2111,NE,114,1448,10,6906,0,0,541
2022-05-05 02:00:00,2084,NE,150,1283,7,6386,0,0,517
2022-05-05 03:00:00,2071,NE,193,1099,2,5414,0,0,513
2022-05-05 04:00:00,2110,NE,281,997,0,4755,0,0,518
2022-05-05 05:00:00,2082,NE,361,983,1,4017,0,0,508
2022-05-05 06:00:00,2106,NE,441,957,6,3521,0,0,511
2022-05-05 07:00:00,2126,NE,611,944,3,3508,0,0,525
2022-05-05 08:00:00,2111,NE,503,884,3,3488,0,0,513
2022-05-05 09:00:00,2123,NE,589,878,4,3443,0,0,513
2022-05-05 10:00:00,2146,NE,700,925,6,3675,0,1,536
2022-05-05 11:00:00,2139,NE,648,1192,5,4413,0,27,530
2022-05-05 12:00:00,2110,NE,499,1272,4,4537,0,132,516
2022-05-05 13:00:00,2108,NE,532,1070,4,4128,0,264,523
2022-05-05 14:00:00,2116,NE,501,1048,5,3914,0,386,522
2022-05-05 15:00:00,2119,NE,519,1004,4,3855,0,469,518
2022-05-05 16:00:00,2110,NE,536,981,4,3699,0,476,519
2022-05-05 17:00:00,2119,NE,590,975,4,3597,0,483,522
2022-05-05 18:00:00,2118,NE,688,963,4,3566,0,484,524
2022-05-05 19:00:00,2126,NE,661,961,4,3687,0,472,520
2022-05-05 20:00:00,2125,NE,662,946,6,4137,0,422,526
2022-05-05 21:00:00,2139,NE,662,965,1,4666,0,326,532
2022-05-05 22:00:00,2125,NE,628,1240,5,5391,0,188,531
2022-05-05 23:00:00,2130,NE,588,1375,5,5754,0,78,532
2022-05-06 00:00:00,2130,NE,543,1441,1,6245,0,16,535
2022-05-06 01:00:00,2108,NE,555,1546,1,6321,0,0,528
2022-05-06 02:00:00,2094,NE,478,1121,0,5974,0,0,517
2022-05-06 03:00:00,2102,NE,415,966,0,5189,0,0,517
2022-05-06 04:00:00,2105,NE,399,1004,1,4161,0,0,522
2022-05-06 05:00:00,2105,NE,286,975,1,3789,0,0,517
2022-05-06 06:00:00,2106,NE,189,952,0,3642,0,0,521
2022-05-06 07:00:00,2116,NE,136,915,1,3549,0,0,521
2022-05-06 08:00:00,2118,NE,145,910,0,3543,0,0,525
2022-05-06 09:00:00,2119,NE,97,1011,0,3762,0,0,517
2022-05-06 10:00:00,2132,NE,78,1163,1,4040,0,1,526
2022-05-06 11:00:00,2126,NE,108,1278,0,5067,0,27,565
2022-05-06 12:00:00,2117,NE,88,1187,2,5864,7,97,549
2022-05-06 13:00:00,2119,NE,116,1132,4,5981,25,183,547
2022-05-06 14:00:00,2114,NE,251,1052,8,5596,5,297,545
2022-05-06 15:00:00,2113,NE,441,1043,2,5158,0,336,542
2022-05-06 16:00:00,2116,NE,520,972,1,5492,0,348,539
2022-05-06 17:00:00,2117,NE,515,954,0,5410,0,329,530
2022-05-06 18:00:00,2114,NE,463,928,0,5601,8,317,534
2022-05-06 19:00:00,2118,NE,417,939,1,5796,4,286,543
2022-05-06 20:00:00,2120,NE,392,944,1,5863,16,230,551
2022-05-06 21:00:00,2121,NE,366,1065,0,6107,0,172,550
2022-05-06 22:00:00,2115,NE,334,1393,1,6028,0,99,553
2022-05-06 23:00:00,2126,NE,290,1422,0,6249,0,45,566
2022-05-07 00:00:00,2124,NE,234,1440,0,6514,0,11,569
2022-05-07 01:00:00,2112,NE,250,1526,0,6603,0,0,568
2022-05-07 02:00:00,2094,NE,316,1163,0,6394,0,0,555
2022-05-07 03:00:00,2098,NE,335,1193,0,5188,0,0,563
2022-05-07 04:00:00,2103,NE,304,1160,1,4329,0,0,566
2022-05-07 05:00:00,2109,NE,301,938,1,4102,0,0,560
2022-05-07 06:00:00,2118,NE,337,936,0,3998,0,0,560
2022-05-07 07:00:00,2124,NE,328,910,1,4004,0,0,558
2022-05-07 08:00:00,2116,NE,328,870,2,4033,0,0,558
2022-05-07 09:00:00,2131,NE,336,867,2,4107,0,0,557
2022-05-07 10:00:00,2127,NE,382,879,1,4368,0,1,558
2022-05-07 11:00:00,2132,NE,431,932,1,4325,0,24,571
2022-05-07 12:00:00,2127,NE,357,1127,1,4607,0,79,563
2022-05-07 13:00:00,2115,NE,337,1074,1,5023,0,154,557
2022-05-07 14:00:00,2119,NE,402,1031,2,5058,0,239,561
2022-05-07 15:00:00,2131,NE,395,1025,2,5364,0,293,564
2022-05-07 16:00:00,2119,NE,345,992,5,5597,0,324,555
2022-05-07 17:00:00,2115,NE,307,938,2,5322,0,351,549
2022-05-07 18:00:00,2116,NE,282,930,2,5077,0,358,552
2022-05-07 19:00:00,2117,NE,255,923,0,5093,0,308,562
2022-05-07 20:00:00,2130,NE,239,928,0,5323,0,293,560
2022-05-07 21:00:00,2125,NE,223,959,2,5811,0,203,562
2022-05-07 22:00:00,2120,NE,214,1309,3,6100,0,112,548
2022-05-07 23:00:00,2114,NE,235,1510,7,6032,0,50,545
2022-05-08 00:00:00,2122,NE,217,1514,6,6371,0,9,554
2022-05-08 01:00:00,2110,NE,258,1561,6,6384,0,0,554
2022-05-08 02:00:00,2104,NE,299,1412,7,5994,0,0,543
2022-05-08 03:00:00,2089,NE,326,1285,9,5295,0,0,550
2022-05-08 04:00:00,2103,NE,284,1174,0,4588,0,0,556
2022-05-08 05:00:00,2089,NE,291,1195,0,3451,0,0,562
2022-05-08 06:00:00,2094,NE,305,1165,4,2752,0,0,553
2022-05-08 07:00:00,2101,NE,320,1050,0,2532,0,0,553
2022-05-08 08:00:00,2123,NE,305,1009,0,2592,0,0,559
2022-05-08 09:00:00,2125,NE,281,1006,0,2701,0,0,561
2022-05-08 10:00:00,2147,NE,273,1109,0,2904,0,2,566
2022-05-08 11:00:00,2113,NE,260,1170,0,3125,0,30,559
2022-05-08 12:00:00,2131,NE,201,1062,0,3557,0,119,560
2022-05-08 13:00:00,2112,NE,163,1061,0,3495,0,267,554
2022-05-08 14:00:00,2131,NE,163,1016,0,3491,0,393,558
2022-05-08 15:00:00,2118,NE,194,1020,0,3550,0,449,564
2022-05-08 16:00:00,2108,NE,174,952,1,3509,0,477,553
2022-05-08 17:00:00,2117,NE,171,936,0,3570,0,473,555
2022-05-08 18:00:00,2111,NE,172,884,0,3160,0,497,550
2022-05-08 19:00:00,2117,NE,168,870,0,3192,0,467,552
2022-05-08 20:00:00,2128,NE,159,878,3,3622,0,424,555
2022-05-08 21:00:00,2122,NE,152,949,0,4363,0,352,557
2022-05-08 22:00:00,2138,NE,146,1095,0,4676,0,230,574
2022-05-08 23:00:00,2118,NE,129,1321,0,5325,0,86,563
2022-05-09 00:00:00,2121,NE,124,1580,0,5639,0,17,563
2022-05-09 01:00:00,2114,NE,149,1671,0,5768,0,3,569
2022-05-09 02:00:00,2092,NE,177,1518,0,5490,0,2,550
2022-05-09 03:00:00,2084,NE,221,1240,0,4683,0,2,549
2022-05-09 04:00:00,2078,NE,265,1176,0,3804,0,2,550
2022-05-09 05:00:00,2100,NE,280,1063,0,3292,0,2,549
2022-05-09 06:00:00,2097,NE,258,1034,0,3125,0,2,545
2022-05-09 07:00:00,2119,NE,227,1085,0,3062,0,2,552
2022-05-09 08:00:00,2116,NE,194,1093,0,3118,0,2,544
2022-05-09 09:00:00,2116,NE,199,1085,0,3239,0,2,544
2022-05-09 10:00:00,2156,NE,249,1213,0,3778,0,3,561
2022-05-09 11:00:00,2142,NE,272,1525,0,4640,0,34,568
2022-05-09 12:00:00,2121,NE,258,1255,0,4944,0,144,551
2022-05-09 13:00:00,2123,NE,300,1047,0,4766,0,315,551
2022-05-09 14:00:00,2117,NE,385,938,0,4720,0,457,550
2022-05-09 15:00:00,2112,NE,438,856,4,4778,0,510,534
2022-05-09 16:00:00,2109,NE,431,797,2,4712,0,516,533
2022-05-09 17:00:00,2109,NE,352,769,0,4734,0,507,533
2022-05-09 18:00:00,2093,NE,289,749,0,4481,0,505,529
2022-05-09 19:00:00,2118,NE,255,752,0,4407,0,516,535
2022-05-09 20:00:00,2131,NE,278,790,4,4739,0,499,530
2022-05-09 21:00:00,2126,NE,283,978,1,4977,6,404,538
2022-05-09 22:00:00,2124,NE,293,1210,5,5722,18,251,525
2022-05-09 23:00:00,2121,NE,266,1612,3,6289,1,89,524
2022-05-10 00:00:00,2109,NE,255,1550,0,6224,0,18,531
2022-05-10 01:00:00,2115,NE,315,1594,0,6151,0,3,536
2022-05-10 02:00:00,2090,NE,352,1109,0,5970,0,0,523
2022-05-10 03:00:00,2086,NE,317,763,0,5215,0,0,533
2022-05-10 04:00:00,2102,NE,409,724,0,4350,0,0,527
2022-05-10 05:00:00,2102,NE,463,675,0,3927,0,0,533
2022-05-10 06:00:00,2107,NE,382,678,0,3632,0,0,536
2022-05-10 07:00:00,2122,NE,338,690,0,3519,0,0,546
2022-05-10 08:00:00,2127,NE,324,690,0,3650,0,0,533
2022-05-10 09:00:00,2140,NE,327,693,0,3802,0,0,539
2022-05-10 10:00:00,2158,NE,343,754,0,4568,0,1,557
2022-05-10 11:00:00,2135,NE,307,1061,0,5542,0,32,564
2022-05-10 12:00:00,2112,NE,247,1200,0,5649,0,151,541
2022-05-10 13:00:00,2108,NE,178,1084,0,5140,0,320,528
2022-05-10 14:00:00,2120,NE,194,845,4,4803,0,459,537
2022-05-10 15:00:00,2114,NE,186,842,6,4631,0,512,522
2022-05-10 16:00:00,2115,NE,200,761,4,4687,0,517,511
2022-05-10 17:00:00,2115,NE,245,744,2,4716,0,502,525
2022-05-10 18:00:00,2118,NE,279,693,0,4659,0,507,520
2022-05-10 19:00:00,2121,NE,284,692,0,4764,0,512,506
2022-05-10 20:00:00,2124,NE,295,687,0,4882,0,493,513
2022-05-10 21:00:00,2113,NE,255,699,0,5387,0,396,511
2022-05-10 22:00:00,2133,NE,224,910,0,5963,0,250,490
2022-05-10 23:00:00,2128,NE,208,1247,0,6648,0,85,495
2022-05-11 00:00:00,2125,NE,189,1636,0,6999,0,14,499
2022-05-11 01:00:00,2112,NE,235,1612,0,7119,0,2,495
2022-05-11 02:00:00,2114,NE,276,1336,0,6748,0,0,491
2022-05-11 03:00:00,2091,NE,312,1021,0,5694,0,0,493
2022-05-11 04:00:00,2099,NE,347,827,0,4741,0,0,519
2022-05-11 05:00:00,2106,NE,264,675,0,4441,0,0,505
2022-05-11 06:00:00,2111,NE,239,658,0,4170,0,0,503
2022-05-11 07:00:00,2119,NE,228,661,0,4211,0,0,504
2022-05-11 08:00:00,2120,NE,206,660,0,4196,0,0,505
2022-05-11 09:00:00,2122,NE,213,666,0,4473,0,0,493
2022-05-11 10:00:00,2130,NE,231,807,0,5019,0,2,499
2022-05-11 11:00:00,2138,NE,218,928,0,6187,0,29,498
2022-05-11 12:00:00,2134,NE,177,1025,0,6636,0,126,503
2022-05-11 13:00:00,2105,NE,138,1008,0,6016,0,287,482
2022-05-11 14:00:00,2112,NE,116,956,2,5308,0,408,475
2022-05-11 15:00:00,2117,NE,80,733,2,5622,0,447,476
2022-05-11 16:00:00,2101,NE,62,711,2,5318,0,492,478
2022-05-11 17:00:00,2105,NE,58,690,2,4893,0,507,474
2022-05-11 18:00:00,2118,NE,60,664,7,5137,0,514,480
2022-05-11 19:00:00,2129,NE,62,654,0,5357,0,495,483
2022-05-11 20:00:00,2132,NE,58,649,0,5830,0,453,497
2022-05-11 21:00:00,2134,NE,46,769,0,6289,0,354,510
2022-05-11 22:00:00,2133,NE,43,964,0,6943,0,215,518
2022-05-11 23:00:00,2122,NE,59,1054,0,7490,0,88,503
2022-05-12 00:00:00,2120,NE,96,1183,1,7691,0,18,505
2022-05-12 01:00:00,2107,NE,117,1148,2,7709,0,2,504
2022-05-12 02:00:00,2115,NE,165,877,0,7377,0,0,504
2022-05-12 03:00:00,2114,NE,203,724,0,6353,0,0,508
2022-05-12 04:00:00,2090,NE,218,647,0,5254,0,0,510
2022-05-12 05:00:00,2080,NE,102,625,0,4451,0,0,497
2022-05-12 06:00:00,2116,NE,140,615,0,4002,0,0,509
2022-05-12 07:00:00,2098,NE,109,595,0,3800,0,0,507
2022-05-12 08:00:00,2132,NE,182,605,0,3860,0,0,515
2022-05-12 09:00:00,2119,NE,203,625,0,3982,0,0,493
2022-05-12 10:00:00,2154,NE,158,814,0,4540,0,1,503
2022-05-12 11:00:00,2126,NE,155,742,0,5775,0,29,510
2022-05-12 12:00:00,2120,NE,150,960,0,6309,0,116,496
2022-05-12 13:00:00,2118,NE,167,900,0,6300,0,231,483
2022-05-12 14:00:00,2107,NE,158,701,8,6163,1,333,492
2022-05-12 15:00:00,2107,NE,115,680,7,5742,3,430,498
2022-05-12 16:00:00,2119,NE,77,673,0,5736,1,471,510
2022-05-12 17:00:00,2125,NE,47,662,0,5786,0,480,466
2022-05-12 18:00:00,2130,NE,26,616,0,5930,0,475,503
2022-05-12 19:00:00,2118,NE,19,567,0,6257,0,450,498
2022-05-12 20:00:00,2118,NE,32,738,0,6437,0,395,509
2022-05-12 21:00:00,2131,NE,60,812,0,6827,0,340,513
2022-05-12 22:00:00,2125,NE,73,1082,0,7134,0,210,520
2022-05-12 23:00:00,2124,NE,94,1446,0,7351,0,79,533
2022-05-13 00:00:00,2113,NE,154,1594,0,7400,0,14,532
2022-05-13 01:00:00,2111,NE,247,1551,0,7424,0,1,516
2022-05-13 02:00:00,2095,NE,346,1012,0,7219,0,0,512
2022-05-13 03:00:00,2085,NE,434,745,0,6421,0,0,510
2022-05-13 04:00:00,2091,NE,464,610,0,5448,0,0,524
2022-05-13 05:00:00,2088,NE,395,583,0,4576,0,0,512
2022-05-13 06:00:00,2099,NE,331,588,0,3972,0,0,506
2022-05-13 07:00:00,2130,NE,335,599,0,3898,0,0,518
2022-05-13 08:00:00,2124,NE,293,595,0,4090,0,0,506
2022-05-13 09:00:00,2124,NE,251,598,0,4298,0,0,503
2022-05-13 10:00:00,2134,NE,247,753,0,4612,0,3,522
2022-05-13 11:00:00,2143,NE,236,721,0,5803,0,26,519
2022-05-13 12:00:00,2127,NE,158,790,0,6727,0,87,516
2022-05-13 13:00:00,2115,NE,111,853,0,6909,0,164,489
2022-05-13 14:00:00,2105,NE,112,764,0,6748,0,270,480
2022-05-13 15:00:00,2114,NE,135,688,0,6642,0,359,485
2022-05-13 16:00:00,2107,NE,168,661,0,6402,1,404,488
2022-05-13 17:00:00,2124,NE,229,653,0,6737,0,422,502
2022-05-13 18:00:00,2122,NE,287,626,0,6792,0,448,528
2022-05-13 19:00:00,2120,NE,303,597,0,7018,0,455,521
2022-05-13 20:00:00,2125,NE,333,596,0,7185,0,417,545
2022-05-13 21:00:00,2129,NE,396,794,0,7567,0,329,570
2022-05-13 22:00:00,2134,NE,436,1272,0,7957,0,213,557
2022-05-13 23:00:00,2119,NE,436,1729,0,8153,0,81,547
2022-05-14 00:00:00,2112,NE,408,1656,0,8108,0,15,539
2022-05-14 01:00:00,2113,NE,477,1433,0,8004,0,1,548
2022-05-14 02:00:00,2099,NE,519,972,0,7630,0,0,552
2022-05-14 03:00:00,2098,NE,506,743,0,6821,0,0,563
2022-05-14 04:00:00,2105,NE,487,631,0,6144,0,0,564
2022-05-14 05:00:00,2113,NE,476,688,1,5826,2,0,568
2022-05-14 06:00:00,2098,NE,499,565,0,5197,1,0,563
2022-05-14 07:00:00,2109,NE,496,560,0,4866,0,0,568
2022-05-14 08:00:00,2115,NE,593,565,6,4788,0,0,561
2022-05-14 09:00:00,2120,NE,627,570,0,4861,0,0,573
2022-05-14 10:00:00,2125,NE,712,590,0,4977,0,1,587
2022-05-14 11:00:00,2145,NE,659,588,0,5412,0,26,587
2022-05-14 12:00:00,2133,NE,532,705,0,5619,0,118,574
2022-05-14 13:00:00,2122,NE,356,862,0,5867,0,269,564
2022-05-14 14:00:00,2124,NE,284,663,0,6359,0,375,568
2022-05-14 15:00:00,2139,NE,138,682,0,6559,0,434,581
2022-05-14 16:00:00,2132,NE,59,682,0,7048,0,463,562
2022-05-14 17:00:00,2121,NE,21,677,0,7369,0,439,556
2022-05-14 18:00:00,2124,NE,24,621,0,7587,0,426,561
2022-05-14 19:00:00,2131,NE,35,610,0,8163,0,385,568
2022-05-14 20:00:00,2119,NE,66,622,0,8700,0,338,557
2022-05-14 21:00:00,2128,NE,146,823,0,9157,0,247,560
2022-05-14 22:00:00,2117,NE,186,1051,0,9211,0,138,566
2022-05-14 23:00:00,2120,NE,185,1161,2,9264,0,65,574
2022-05-15 00:00:00,2119,NE,210,1176,1,9561,0,15,580
2022-05-15 01:00:00,2116,NE,272,1170,1,9603,0,2,584
2022-05-15 02:00:00,2105,NE,299,760,3,9396,0,1,573
2022-05-15 03:00:00,2086,NE,308,615,0,8568,0,1,567
2022-05-15 04:00:00,2093,NE,272,584,0,7377,0,1,570
2022-05-15 05:00:00,2099,NE,221,582,0,6423,0,1,568
2022-05-15 06:00:00,2113,NE,305,578,0,6011,0,1,570
2022-05-15 07:00:00,2106,NE,305,580,0,5658,0,1,570
2022-05-15 08:00:00,2111,NE,259,586,0,5395,0,1,574
2022-05-15 09:00:00,2111,NE,233,578,0,5349,0,1,570
2022-05-15 10:00:00,2113,NE,170,580,0,5432,0,2,572
2022-05-15 11:00:00,2114,NE,137,587,0,5482,0,16,572
2022-05-15 12:00:00,2131,NE,99,680,0,5389,0,54,572
2022-05-15 13:00:00,2145,NE,70,696,0,6294,0,101,580
2022-05-15 14:00:00,2119,NE,77,687,0,6788,0,153,586
2022-05-15 15:00:00,2117,NE,91,700,0,6811,0,210,575
2022-05-15 16:00:00,2122,NE,114,696,0,6973,0,238,568
2022-05-15 17:00:00,2128,NE,127,693,0,7235,0,266,572
2022-05-15 18:00:00,2115,NE,156,635,0,7447,0,290,571
2022-05-15 19:00:00,2121,NE,175,623,0,7659,0,280,569
2022-05-15 20:00:00,2119,NE,215,628,0,8128,0,254,569
2022-05-15 21:00:00,2134,NE,281,677,0,8678,0,210,581
2022-05-15 22:00:00,2119,NE,299,1051,0,9166,0,127,581
2022-05-15 23:00:00,2124,NE,310,1203,0,9361,5,56,578
2022-05-16 00:00:00,2111,NE,314,1290,0,9264,22,11,574
2022-05-16 01:00:00,2117,NE,331,1282,0,9248,0,3,555
2022-05-16 02:00:00,2094,NE,265,905,0,8822,0,1,553
2022-05-16 03:00:00,2082,NE,232,748,0,7540,0,4,548
2022-05-16 04:00:00,2087,NE,202,760,0,6274,0,3,546
2022-05-16 05:00:00,2111,NE,163,638,0,5963,0,1,550
2022-05-16 06:00:00,2110,NE,155,656,0,5692,0,1,537
2022-05-16 07:00:00,2106,NE,162,669,0,5368,0,1,533
2022-05-16 08:00:00,2134,NE,151,676,0,5538,0,1,539
2022-05-16 09:00:00,2115,NE,117,678,0,5801,0,1,545
2022-05-16 10:00:00,2125,NE,85,744,0,6101,0,3,538
2022-05-16 11:00:00,2118,NE,61,797,0,6703,0,23,546
2022-05-16 12:00:00,2132,NE,42,809,0,7389,0,85,554
2022-05-16 13:00:00,2112,NE,15,864,0,7317,0,187,540
2022-05-16 14:00:00,2116,NE,10,760,0,7291,0,298,539
2022-05-16 15:00:00,2123,NE,10,794,0,7329,0,367,536
2022-05-16 16:00:00,2119,NE,18,820,0,7517,0,392,531
2022-05-16 17:00:00,2130,NE,35,830,0,8253,0,396,537
2022-05-16 18:00:00,2122,NE,77,734,0,8689,0,377,527
2022-05-16 19:00:00,2128,NE,131,721,0,8984,0,391,538
2022-05-16 20:00:00,2114,NE,216,1002,0,8740,0,360,542
2022-05-16 21:00:00,2126,NE,287,1102,0,9023,0,262,557
2022-05-16 22:00:00,2117,NE,343,1226,0,9287,11,123,549
2022-05-16 23:00:00,2105,NE,355,1347,0,9245,23,37,550
2022-05-17 00:00:00,2113,NE,375,1297,0,9056,0,13,558
2022-05-17 01:00:00,2112,NE,442,1153,0,9164,0,1,545
2022-05-17 02:00:00,2085,NE,485,833,0,8226,0,0,535
2022-05-17 03:00:00,2082,NE,479,738,0,6752,0,0,528
2022-05-17 04:00:00,2104,NE,457,728,0,5778,0,0,539
2022-05-17 05:00:00,2106,NE,529,707,0,5180,0,0,546
2022-05-17 06:00:00,2108,NE,540,700,0,4634,0,0,555
2022-05-17 07:00:00,2109,NE,452,701,0,4358,0,0,577
2022-05-17 08:00:00,2111,NE,437,698,0,4276,0,0,583
2022-05-17 09:00:00,2118,NE,513,725,0,4224,0,0,573
2022-05-17 10:00:00,2134,NE,616,783,0,4545,0,1,589
2022-05-17 11:00:00,2117,NE,656,935,0,5127,0,33,584
2022-05-17 12:00:00,2107,NE,675,947,0,5160,0,125,569
2022-05-17 13:00:00,2113,NE,713,965,0,4638,0,287,545
2022-05-17 14:00:00,2118,NE,698,960,0,4204,0,384,531
2022-05-17 15:00:00,2119,NE,748,956,0,4386,0,455,523
2022-05-17 16:00:00,2122,NE,790,946,0,4545,0,439,525
2022-05-17 17:00:00,2125,NE,844,1010,0,5243,0,365,527
2022-05-17 18:00:00,2123,NE,878,1193,0,5390,0,323,525
2022-05-17 19:00:00,2125,NE,879,1194,0,5396,0,324,525
