datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Petroleum,Solar,Other
2022-05-01 00:00:00,4995,SE,0,2089,4538,17063,0,273,344
2022-05-01 01:00:00,4999,SE,0,1819,4395,16915,-1,3,312
2022-05-01 02:00:00,4991,SE,0,1517,4644,16382,0,-2,312
2022-05-01 03:00:00,4998,SE,0,1044,4686,15409,0,0,317
2022-05-01 04:00:00,5005,SE,0,652,4403,14188,0,0,300
2022-05-01 05:00:00,5002,SE,0,492,4345,12517,0,0,295
2022-05-01 06:00:00,5014,SE,0,405,4344,11504,0,35,304
2022-05-01 07:00:00,5015,SE,0,277,4365,11134,-1,28,302
2022-05-01 08:00:00,5018,SE,0,172,4149,11046,-1,-1,306
2022-05-01 09:00:00,5021,SE,0,124,4104,11245,-1,-1,303
2022-05-01 10:00:00,5019,SE,0,147,4132,11116,4,0,306
2022-05-01 11:00:00,5016,SE,0,348,4137,11021,44,1,315
2022-05-01 12:00:00,5020,SE,0,488,4165,11000,-2,247,308
2022-05-01 13:00:00,5011,SE,0,531,4173,11309,0,935,300
2022-05-01 14:00:00,5008,SE,0,693,4155,11917,0,1733,302
2022-05-01 15:00:00,5003,SE,0,803,4163,12575,0,2401,310
2022-05-01 16:00:00,4993,SE,0,1027,4173,13227,0,2691,305
2022-05-01 17:00:00,4990,SE,0,1015,4186,14236,-2,2677,274
2022-05-01 18:00:00,4988,SE,0,1198,4697,14771,0,2646,274
2022-05-01 19:00:00,4984,SE,0,1168,4808,15989,-1,2300,277
2022-05-01 20:00:00,4987,SE,0,1410,4872,16699,0,2261,324
2022-05-01 21:00:00,4974,SE,0,2054,4941,17633,0,1957,317
2022-05-01 22:00:00,4982,SE,0,2399,4932,18137,-2,1638,289
2022-05-01 23:00:00,4979,SE,0,2541,4930,18087,0,1206,305
2022-05-02 00:00:00,4975,SE,0,2228,4927,18159,-1,381,302
2022-05-02 01:00:00,4975,SE,0,1926,4921,17869,0,14,298
2022-05-02 02:00:00,4988,SE,0,1459,4824,17663,-1,0,292
2022-05-02 03:00:00,4988,SE,0,749,4675,16583,0,-1,250
2022-05-02 04:00:00,4995,SE,0,522,4086,14973,-1,-1,250
2022-05-02 05:00:00,4996,SE,0,499,3768,13531,-1,0,252
2022-05-02 06:00:00,5004,SE,0,416,3686,12851,-1,31,251
2022-05-02 07:00:00,5002,SE,0,420,3701,12348,0,24,252
2022-05-02 08:00:00,5008,SE,0,325,3759,12045,-1,0,256
2022-05-02 09:00:00,5010,SE,0,276,3784,11983,0,-2,251
2022-05-02 10:00:00,5010,SE,0,248,3787,12669,0,-1,243
2022-05-02 11:00:00,5011,SE,0,235,3918,13886,0,1,248
2022-05-02 12:00:00,5017,SE,0,269,3953,14200,-2,229,246
2022-05-02 13:00:00,5007,SE,0,277,4028,14693,-1,831,248
2022-05-02 14:00:00,5006,SE,0,410,4086,15170,-1,1865,240
2022-05-02 15:00:00,4993,SE,0,359,4178,15767,0,2945,241
2022-05-02 16:00:00,4979,SE,0,459,4618,16716,0,3242,245
2022-05-02 17:00:00,4979,SE,0,534,4968,18112,-1,3239,274
2022-05-02 18:00:00,4973,SE,0,678,5047,19994,10,3161,306
2022-05-02 19:00:00,4973,SE,0,983,5081,20936,12,3069,327
2022-05-02 20:00:00,4970,SE,0,1640,5020,21086,0,3065,326
2022-05-02 21:00:00,4968,SE,0,2634,4871,21346,-1,2775,344
2022-05-02 22:00:00,4970,SE,0,3265,4980,21635,-1,2241,359
2022-05-02 23:00:00,4966,SE,0,3618,4928,21284,0,1481,358
2022-05-03 00:00:00,4971,SE,0,3404,4973,21018,-1,379,361
2022-05-03 01:00:00,4974,SE,0,2527,5084,20880,-1,5,360
2022-05-03 02:00:00,4972,SE,0,1627,5091,20230,-1,0,353
2022-05-03 03:00:00,4978,SE,0,989,5086,18702,-1,0,353
2022-05-03 04:00:00,4979,SE,0,575,4820,16412,0,-2,313
2022-05-03 05:00:00,4986,SE,0,511,4697,14864,0,0,309
2022-05-03 06:00:00,4989,SE,0,454,4760,13658,0,31,313
2022-05-03 07:00:00,4985,SE,0,383,4306,13190,-2,26,319
2022-05-03 08:00:00,4998,SE,0,327,4115,12982,0,0,321
2022-05-03 09:00:00,4992,SE,0,319,4123,12866,0,0,314
2022-05-03 10:00:00,4990,SE,0,346,4115,13386,-1,-2,314
2022-05-03 11:00:00,4995,SE,0,376,4382,14038,0,1,309
2022-05-03 12:00:00,4994,SE,0,400,4176,14859,-1,352,311
2022-05-03 13:00:00,4991,SE,0,399,4225,14775,0,1693,309
2022-05-03 14:00:00,4986,SE,0,437,4360,15486,6,2647,310
2022-05-03 15:00:00,4974,SE,0,403,4720,16276,95,3113,309
2022-05-03 16:00:00,4967,SE,0,427,5342,17255,6,3338,306
2022-05-03 17:00:00,5038,SE,0,411,6134,18595,-1,3266,316
2022-05-03 18:00:00,5126,SE,0,473,6273,19790,0,3058,311
2022-05-03 19:00:00,5167,SE,0,1185,6276,20370,0,3007,366
2022-05-03 20:00:00,4809,SE,0,2065,6382,21194,-1,2758,376
2022-05-03 21:00:00,4006,SE,0,3112,6443,21790,0,2381,355
2022-05-03 22:00:00,4091,SE,0,3340,6137,21633,-1,2084,356
2022-05-03 23:00:00,4123,SE,0,3236,4812,22435,0,1556,379
2022-05-04 00:00:00,4115,SE,0,3214,4439,22412,-1,502,389
2022-05-04 01:00:00,4125,SE,0,2833,4638,21844,-1,16,367
2022-05-04 02:00:00,4131,SE,0,2034,4650,21254,-1,0,385
2022-05-04 03:00:00,4118,SE,0,1265,4630,19692,0,0,367
2022-05-04 04:00:00,4133,SE,0,911,4501,17854,0,0,310
2022-05-04 05:00:00,4126,SE,0,506,3978,17037,-1,0,310
2022-05-04 06:00:00,4129,SE,0,388,3662,15350,-2,-2,311
2022-05-04 07:00:00,4133,SE,0,295,3669,14369,0,0,308
2022-05-04 08:00:00,4136,SE,0,253,3667,13618,-1,0,309
2022-05-04 09:00:00,4126,SE,0,272,3629,13427,-1,-1,307
2022-05-04 10:00:00,4133,SE,0,272,3693,13860,0,0,319
