2022/05/28 08:57 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
131,19:00～20:00,05月28日,08:41,34,74

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
98,19:00～20:00,05月28日,08:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
131,19:00～20:00,05月28日,08:41,34,74

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
98,19:00～20:00,05月28日,08:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/05/28,00:00,75,76,59,127
2022/05/28,01:00,72,73,56,127
2022/05/28,02:00,73,73,57,127
2022/05/28,03:00,75,76,59,127
2022/05/28,04:00,76,75,59,128
2022/05/28,05:00,75,74,58,128
2022/05/28,06:00,74,73,57,128
2022/05/28,07:00,80,78,62,128
2022/05/28,08:00,,85,,129
2022/05/28,09:00,,91,,130
2022/05/28,10:00,,94,,131
2022/05/28,11:00,,96,,132
2022/05/28,12:00,,94,,132
2022/05/28,13:00,,93,,133
2022/05/28,14:00,,93,,133
2022/05/28,15:00,,93,,133
2022/05/28,16:00,,92,,131
2022/05/28,17:00,,92,,132
2022/05/28,18:00,,94,,133
2022/05/28,19:00,,98,,131
2022/05/28,20:00,,96,,131
2022/05/28,21:00,,92,,131
2022/05/28,22:00,,88,,132
2022/05/28,23:00,,84,,132

最大使用率(%),時間帯
62,07:00～08:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2022/05/28,00:00,79,0
2022/05/28,00:05,78,0
2022/05/28,00:10,75,0
2022/05/28,00:15,76,0
2022/05/28,00:20,77,0
2022/05/28,00:25,77,0
2022/05/28,00:30,77,0
2022/05/28,00:35,75,0
2022/05/28,00:40,76,0
2022/05/28,00:45,76,0
2022/05/28,00:50,76,0
2022/05/28,00:55,75,0
2022/05/28,01:00,73,0
2022/05/28,01:05,71,0
2022/05/28,01:10,72,0
2022/05/28,01:15,72,0
2022/05/28,01:20,73,0
2022/05/28,01:25,74,0
2022/05/28,01:30,74,0
2022/05/28,01:35,74,0
2022/05/28,01:40,71,0
2022/05/28,01:45,73,0
2022/05/28,01:50,74,0
2022/05/28,01:55,73,0
2022/05/28,02:00,73,0
2022/05/28,02:05,71,0
2022/05/28,02:10,70,0
2022/05/28,02:15,73,0
2022/05/28,02:20,74,0
2022/05/28,02:25,74,0
2022/05/28,02:30,74,0
2022/05/28,02:35,73,0
2022/05/28,02:40,75,0
2022/05/28,02:45,76,0
2022/05/28,02:50,76,0
2022/05/28,02:55,75,0
2022/05/28,03:00,73,0
2022/05/28,03:05,74,0
2022/05/28,03:10,76,0
2022/05/28,03:15,77,0
2022/05/28,03:20,77,0
2022/05/28,03:25,75,0
2022/05/28,03:30,77,0
2022/05/28,03:35,78,0
2022/05/28,03:40,77,0
2022/05/28,03:45,78,0
2022/05/28,03:50,75,0
2022/05/28,03:55,74,0
2022/05/28,04:00,76,0
2022/05/28,04:05,78,0
2022/05/28,04:10,78,0
2022/05/28,04:15,77,0
2022/05/28,04:20,76,0
2022/05/28,04:25,77,0
2022/05/28,04:30,78,0
2022/05/28,04:35,78,0
2022/05/28,04:40,78,0
2022/05/28,04:45,76,0
2022/05/28,04:50,74,0
2022/05/28,04:55,76,0
2022/05/28,05:00,78,0
2022/05/28,05:05,78,0
2022/05/28,05:10,78,0
2022/05/28,05:15,76,0
2022/05/28,05:20,78,0
2022/05/28,05:25,77,0
2022/05/28,05:30,77,0
2022/05/28,05:35,77,0
2022/05/28,05:40,74,0
2022/05/28,05:45,73,0
2022/05/28,05:50,75,0
2022/05/28,05:55,75,0
2022/05/28,06:00,75,0
2022/05/28,06:05,74,0
2022/05/28,06:10,74,0
2022/05/28,06:15,76,0
2022/05/28,06:20,75,0
2022/05/28,06:25,76,1
2022/05/28,06:30,75,1
2022/05/28,06:35,73,1
2022/05/28,06:40,74,1
2022/05/28,06:45,75,1
2022/05/28,06:50,77,1
2022/05/28,06:55,77,1
2022/05/28,07:00,76,1
2022/05/28,07:05,77,1
2022/05/28,07:10,78,1
2022/05/28,07:15,78,1
2022/05/28,07:20,79,1
2022/05/28,07:25,79,1
2022/05/28,07:30,77,1
2022/05/28,07:35,80,2
2022/05/28,07:40,83,2
2022/05/28,07:45,82,2
2022/05/28,07:50,83,2
2022/05/28,07:55,82,2
2022/05/28,08:00,85,2
2022/05/28,08:05,86,4
2022/05/28,08:10,87,4
2022/05/28,08:15,87,3
2022/05/28,08:20,86,3
2022/05/28,08:25,85,3
2022/05/28,08:30,87,3
2022/05/28,08:35,90,3
2022/05/28,08:40,90,3
2022/05/28,08:45,91,2
2022/05/28,08:50,89,2
2022/05/28,08:55,91,
2022/05/28,09:00,,
2022/05/28,09:05,,
2022/05/28,09:10,,
2022/05/28,09:15,,
2022/05/28,09:20,,
2022/05/28,09:25,,
2022/05/28,09:30,,
2022/05/28,09:35,,
2022/05/28,09:40,,
2022/05/28,09:45,,
2022/05/28,09:50,,
2022/05/28,09:55,,
2022/05/28,10:00,,
2022/05/28,10:05,,
2022/05/28,10:10,,
2022/05/28,10:15,,
2022/05/28,10:20,,
2022/05/28,10:25,,
2022/05/28,10:30,,
2022/05/28,10:35,,
2022/05/28,10:40,,
2022/05/28,10:45,,
2022/05/28,10:50,,
2022/05/28,10:55,,
2022/05/28,11:00,,
2022/05/28,11:05,,
2022/05/28,11:10,,
2022/05/28,11:15,,
2022/05/28,11:20,,
2022/05/28,11:25,,
2022/05/28,11:30,,
2022/05/28,11:35,,
2022/05/28,11:40,,
2022/05/28,11:45,,
2022/05/28,11:50,,
2022/05/28,11:55,,
2022/05/28,12:00,,
2022/05/28,12:05,,
2022/05/28,12:10,,
2022/05/28,12:15,,
2022/05/28,12:20,,
2022/05/28,12:25,,
2022/05/28,12:30,,
2022/05/28,12:35,,
2022/05/28,12:40,,
2022/05/28,12:45,,
2022/05/28,12:50,,
2022/05/28,12:55,,
2022/05/28,13:00,,
2022/05/28,13:05,,
2022/05/28,13:10,,
