2022/07/13 12:17 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
214,14:00～15:00,07月13日,12:11,37,72

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
156,14:00～15:00,07月13日,12:11

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
192,10:00～11:00,07月13日,12:11,29,77

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
149,10:00～11:00,07月13日,12:11

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/07/13,00:00,106,106,60,175
2022/07/13,01:00,100,100,57,175
2022/07/13,02:00,98,99,56,175
2022/07/13,03:00,98,99,56,175
2022/07/13,04:00,97,99,55,175
2022/07/13,05:00,99,100,56,175
2022/07/13,06:00,103,104,58,175
2022/07/13,07:00,117,116,65,178
2022/07/13,08:00,135,134,73,183
2022/07/13,09:00,144,144,77,187
2022/07/13,10:00,146,149,76,191
2022/07/13,11:00,150,151,76,195
2022/07/13,12:00,,153,,214
2022/07/13,13:00,,155,,215
2022/07/13,14:00,,156,,213
2022/07/13,15:00,,156,,209
2022/07/13,16:00,,156,,206
2022/07/13,17:00,,151,,201
2022/07/13,18:00,,147,,196
2022/07/13,19:00,,145,,193
2022/07/13,20:00,,142,,193
2022/07/13,21:00,,135,,200
2022/07/13,22:00,,126,,187
2022/07/13,23:00,,117,,175

最大使用率(%),時間帯
77,09:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW)
2022/07/13,00:00,111,0
2022/07/13,00:05,110,0
2022/07/13,00:10,110,0
2022/07/13,00:15,109,0
2022/07/13,00:20,108,0
2022/07/13,00:25,108,0
2022/07/13,00:30,107,0
2022/07/13,00:35,106,0
2022/07/13,00:40,106,0
2022/07/13,00:45,105,0
2022/07/13,00:50,105,0
2022/07/13,00:55,104,0
2022/07/13,01:00,103,0
2022/07/13,01:05,103,0
2022/07/13,01:10,103,0
2022/07/13,01:15,102,0
2022/07/13,01:20,102,0
2022/07/13,01:25,101,0
2022/07/13,01:30,101,0
2022/07/13,01:35,101,0
2022/07/13,01:40,100,0
2022/07/13,01:45,100,0
2022/07/13,01:50,100,0
2022/07/13,01:55,100,0
2022/07/13,02:00,100,0
2022/07/13,02:05,99,0
