sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),62.0,1.0,2018,Nov,16,10:00
AFAM VI (GAS/STEAM),133.0,4.0,2018,Nov,16,10:00
GEREGU NIPP (GAS),0.0,3.0,2018,Nov,16,10:00
IBOM POWER (GAS),93.3,1.0,2018,Nov,16,10:00
IHOVBOR NIPP (GAS),104.0,1.0,2018,Nov,16,10:00
KAINJI (HYDRO),304.0,3.0,2018,Nov,16,10:00
OMOKU (GAS),57.4,3.0,2018,Nov,16,10:00
OMOTOSHO (GAS),145.8,5.0,2018,Nov,16,10:00
OMOTOSHO NIPP (GAS),168.8,2.0,2018,Nov,16,10:00
PARAS ENERGY (GAS),68.6,9.0,2018,Nov,16,10:00
RIVERS IPP (GAS),145.0,1.0,2018,Nov,16,10:00
SHIRORO (HYDRO),156.0,4.0,2018,Nov,16,10:00
