sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Sep,28,19:00
AFAM VI (GAS/STEAM),160.0,4.0,2021,Sep,28,19:00
ALAOJI NIPP (GAS),110.8,1.0,2021,Sep,28,19:00
AZURA-EDO IPP (GAS),396.0,3.0,2021,Sep,28,19:00
DELTA (GAS),331.0,8.0,2021,Sep,28,19:00
EGBIN (STEAM),489.0,3.0,2021,Sep,28,19:00
GEREGU (GAS),132.0,1.0,2021,Sep,28,19:00
GEREGU NIPP (GAS),127.0,1.0,2021,Sep,28,19:00
JEBBA (HYDRO),465.0,5.0,2021,Sep,28,19:00
KAINJI (HYDRO),280.0,3.0,2021,Sep,28,19:00
ODUKPANI NIPP (GAS),319.1,3.0,2021,Sep,28,19:00
OLORUNSOGO (GAS),115.7,4.0,2021,Sep,28,19:00
OMOKU (GAS),53.9,3.0,2021,Sep,28,19:00
PARAS ENERGY (GAS),41.4,7.0,2021,Sep,28,19:00
SAPELE (STEAM),52.0,1.0,2021,Sep,28,19:00
SHIRORO (HYDRO),426.0,3.0,2021,Sep,28,19:00
