sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),252.0,4.0,2019,Jun,23,16:00
AZURA-EDO IPP (GAS),345.0,3.0,2019,Jun,23,16:00
DELTA (GAS),358.0,9.0,2019,Jun,23,16:00
EGBIN (STEAM),440.0,4.0,2019,Jun,23,16:00
GEREGU (GAS),266.0,2.0,2019,Jun,23,16:00
GEREGU NIPP (GAS),130.0,1.0,2019,Jun,23,16:00
IBOM POWER (GAS),34.1,1.0,2019,Jun,23,16:00
IHOVBOR NIPP (GAS),92.2,1.0,2019,Jun,23,16:00
JEBBA (HYDRO),336.0,4.0,2019,Jun,23,16:00
KAINJI (HYDRO),247.0,3.0,2019,Jun,23,16:00
ODUKPANI NIPP (GAS),192.1,2.0,2019,Jun,23,16:00
OLORUNSOGO (GAS),167.3,6.0,2019,Jun,23,16:00
OMOKU (GAS),58.4,3.0,2019,Jun,23,16:00
OMOTOSHO (GAS),128.6,4.0,2019,Jun,23,16:00
OMOTOSHO NIPP (GAS),1065.2,1.0,2019,Jun,23,16:00
PARAS ENERGY (GAS),65.7,11.0,2019,Jun,23,16:00
RIVERS IPP (GAS),130.0,1.0,2019,Jun,23,16:00
TRANS-AMADI (GAS),64.9,3.0,2019,Jun,23,16:00
