sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),90.0,2.0,2020,Mar,8,04:00
AFAM VI (GAS/STEAM),259.0,4.0,2020,Mar,8,04:00
ALAOJI NIPP (GAS),201.4,2.0,2020,Mar,8,04:00
DELTA (GAS),268.0,7.0,2020,Mar,8,04:00
EGBIN (STEAM),622.0,3.0,2020,Mar,8,04:00
GEREGU (GAS),128.0,1.0,2020,Mar,8,04:00
GEREGU NIPP (GAS),90.0,1.0,2020,Mar,8,04:00
JEBBA (HYDRO),353.0,4.0,2020,Mar,8,04:00
ODUKPANI NIPP (GAS),302.0,3.0,2020,Mar,8,04:00
OMOTOSHO (GAS),90.6,3.0,2020,Mar,8,04:00
OMOTOSHO NIPP (GAS),91.0,1.0,2020,Mar,8,04:00
PARAS ENERGY (GAS),88.6,11.0,2020,Mar,8,04:00
RIVERS IPP (GAS),60.0,1.0,2020,Mar,8,04:00
SHIRORO (HYDRO),289.0,2.0,2020,Mar,8,04:00
TRANS-AMADI (GAS),53.0,3.0,2020,Mar,8,04:00
