sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Sep,8,19:00
AFAM VI (GAS/STEAM),248.0,4.0,2021,Sep,8,19:00
AZURA-EDO IPP (GAS),423.0,3.0,2021,Sep,8,19:00
DELTA (GAS),390.0,8.0,2021,Sep,8,19:00
EGBIN (STEAM),638.0,4.0,2021,Sep,8,19:00
GEREGU (GAS),219.0,2.0,2021,Sep,8,19:00
GEREGU NIPP (GAS),80.0,1.0,2021,Sep,8,19:00
JEBBA (HYDRO),419.0,5.0,2021,Sep,8,19:00
KAINJI (HYDRO),326.0,4.0,2021,Sep,8,19:00
ODUKPANI NIPP (GAS),212.5,2.0,2021,Sep,8,19:00
OLORUNSOGO (GAS),161.4,5.0,2021,Sep,8,19:00
OMOKU (GAS),41.3,3.0,2021,Sep,8,19:00
OMOTOSHO (GAS),163.2,5.0,2021,Sep,8,19:00
PARAS ENERGY (GAS),48.8,7.0,2021,Sep,8,19:00
SAPELE (STEAM),52.0,1.0,2021,Sep,8,19:00
SAPELE NIPP (GAS),90.7,1.0,2021,Sep,8,19:00
SHIRORO (HYDRO),300.0,2.0,2021,Sep,8,19:00
