sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),304.0,4.0,2021,Jan,28,21:00
AZURA-EDO IPP (GAS),427.0,3.0,2021,Jan,28,21:00
DELTA (GAS),284.0,7.0,2021,Jan,28,21:00
EGBIN (STEAM),757.0,4.0,2021,Jan,28,21:00
GEREGU (GAS),276.0,2.0,2021,Jan,28,21:00
GEREGU NIPP (GAS),135.0,1.0,2021,Jan,28,21:00
JEBBA (HYDRO),378.0,4.0,2021,Jan,28,21:00
KAINJI (HYDRO),306.0,3.0,2021,Jan,28,21:00
ODUKPANI NIPP (GAS),428.0,4.0,2021,Jan,28,21:00
OLORUNSOGO (GAS),127.1,4.0,2021,Jan,28,21:00
OMOKU (GAS),44.1,3.0,2021,Jan,28,21:00
OMOTOSHO (GAS),97.1,3.0,2021,Jan,28,21:00
PARAS ENERGY (GAS),53.2,8.0,2021,Jan,28,21:00
RIVERS IPP (GAS),158.0,1.0,2021,Jan,28,21:00
SAPELE (STEAM),56.0,1.0,2021,Jan,28,21:00
SHIRORO (HYDRO),580.0,4.0,2021,Jan,28,21:00
TRANS-AMADI (GAS),92.8,4.0,2021,Jan,28,21:00
