sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2019,Nov,13,16:00
AFAM VI (GAS/STEAM),135.0,4.0,2019,Nov,13,16:00
AZURA-EDO IPP (GAS),204.0,2.0,2019,Nov,13,16:00
DELTA (GAS),294.0,8.0,2019,Nov,13,16:00
EGBIN (STEAM),338.0,3.0,2019,Nov,13,16:00
GEREGU (GAS),160.0,2.0,2019,Nov,13,16:00
GEREGU NIPP (GAS),124.0,1.0,2019,Nov,13,16:00
IBOM POWER (GAS),88.8,1.0,2019,Nov,13,16:00
IHOVBOR NIPP (GAS),104.1,1.0,2019,Nov,13,16:00
JEBBA (HYDRO),376.0,4.0,2019,Nov,13,16:00
KAINJI (HYDRO),348.0,4.0,2019,Nov,13,16:00
ODUKPANI NIPP (GAS),186.1,2.0,2019,Nov,13,16:00
OLORUNSOGO (GAS),126.4,4.0,2019,Nov,13,16:00
OLORUNSOGO NIPP (GAS),103.4,1.0,2019,Nov,13,16:00
OMOKU (GAS),78.9,4.0,2019,Nov,13,16:00
OMOTOSHO (GAS),127.3,4.0,2019,Nov,13,16:00
OMOTOSHO NIPP (GAS),101.5,1.0,2019,Nov,13,16:00
RIVERS IPP (GAS),144.0,1.0,2019,Nov,13,16:00
TRANS-AMADI (GAS),38.3,2.0,2019,Nov,13,16:00
