sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),425.0,4.0,2021,Aug,14,19:45
ALAOJI NIPP (GAS),83.2,1.0,2021,Aug,14,19:45
AZURA-EDO IPP (GAS),425.0,3.0,2021,Aug,14,19:45
GEREGU (GAS),140.0,1.0,2021,Aug,14,19:45
GEREGU NIPP (GAS),135.0,1.0,2021,Aug,14,19:45
JEBBA (HYDRO),426.0,5.0,2021,Aug,14,19:45
ODUKPANI NIPP (GAS),318.6,3.0,2021,Aug,14,19:45
OLORUNSOGO (GAS),168.4,1.0,2021,Aug,14,19:45
OMOKU (GAS),39.2,2.0,2021,Aug,14,19:45
OMOTOSHO (GAS),130.1,4.0,2021,Aug,14,19:45
OMOTOSHO NIPP (GAS),110.7,1.0,2021,Aug,14,19:45
PARAS ENERGY (GAS),55.62,1.0,2021,Aug,14,19:45
RIVERS IPP (GAS),130.0,1.0,2021,Aug,14,19:45
SAPELE NIPP (GAS),93.2,1.0,2021,Aug,14,19:45
SHIRORO (HYDRO),448.0,3.0,2021,Aug,14,19:45
TRANS-AMADI (GAS),61.5,4.0,2021,Aug,14,19:45
