sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),421.0,3.0,2020,Sep,17,07:00
DELTA (GAS),198.0,9.0,2020,Sep,17,07:00
EGBIN (STEAM),412.0,4.0,2020,Sep,17,07:00
GEREGU (GAS),214.0,2.0,2020,Sep,17,07:00
GEREGU NIPP (GAS),134.0,1.0,2020,Sep,17,07:00
IBOM POWER (GAS),91.3,1.0,2020,Sep,17,07:00
JEBBA (HYDRO),295.0,4.0,2020,Sep,17,07:00
KAINJI (HYDRO),235.0,3.0,2020,Sep,17,07:00
ODUKPANI NIPP (GAS),208.8,2.0,2020,Sep,17,07:00
OMOKU (GAS),35.6,3.0,2020,Sep,17,07:00
OMOTOSHO (GAS),133.9,5.0,2020,Sep,17,07:00
OMOTOSHO NIPP (GAS),108.8,1.0,2020,Sep,17,07:00
PARAS ENERGY (GAS),54.0,8.0,2020,Sep,17,07:00
SHIRORO (HYDRO),411.0,3.0,2020,Sep,17,07:00
TRANS-AMADI (GAS),44.3,4.0,2020,Sep,17,07:00
