sector,num,unit,year,month,day,hour
ALAOJI NIPP (GAS),211.1,2.0,2021,Apr,12,13:00
AZURA-EDO IPP (GAS),411.0,3.0,2021,Apr,12,13:00
DELTA (GAS),271.0,8.0,2021,Apr,12,13:00
EGBIN (STEAM),720.0,5.0,2021,Apr,12,13:00
GEREGU (GAS),411.0,3.0,2021,Apr,12,13:00
JEBBA (HYDRO),274.0,3.0,2021,Apr,12,13:00
KAINJI (HYDRO),318.0,4.0,2021,Apr,12,13:00
ODUKPANI NIPP (GAS),311.7,3.0,2021,Apr,12,13:00
OLORUNSOGO (GAS),92.4,3.0,2021,Apr,12,13:00
OMOKU (GAS),38.9,2.0,2021,Apr,12,13:00
OMOTOSHO (GAS),94.8,3.0,2021,Apr,12,13:00
PARAS ENERGY (GAS),53.2,8.0,2021,Apr,12,13:00
RIVERS IPP (GAS),154.0,1.0,2021,Apr,12,13:00
SHIRORO (HYDRO),195.0,2.0,2021,Apr,12,13:00
TRANS-AMADI (GAS),81.4,4.0,2021,Apr,12,13:00
