sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Dec,13,07:00
AFAM VI (GAS/STEAM),287.0,4.0,2021,Dec,13,07:00
ALAOJI NIPP (GAS),111.6,1.0,2021,Dec,13,07:00
AZURA-EDO IPP (GAS),390.0,3.0,2021,Dec,13,07:00
DELTA (GAS),217.0,7.0,2021,Dec,13,07:00
GEREGU (GAS),424.0,3.0,2021,Dec,13,07:00
GEREGU NIPP (GAS),95.0,1.0,2021,Dec,13,07:00
IBOM POWER (GAS),30.1,1.0,2021,Dec,13,07:00
IHOVBOR NIPP (GAS),92.4,1.0,2021,Dec,13,07:00
JEBBA (HYDRO),455.0,5.0,2021,Dec,13,07:00
KAINJI (HYDRO),484.0,5.0,2021,Dec,13,07:00
ODUKPANI NIPP (GAS),177.5,2.0,2021,Dec,13,07:00
OLORUNSOGO (GAS),62.2,2.0,2021,Dec,13,07:00
OMOKU (GAS),50.4,3.0,2021,Dec,13,07:00
OMOTOSHO (GAS),83.2,3.0,2021,Dec,13,07:00
OMOTOSHO NIPP (GAS),85.6,1.0,2021,Dec,13,07:00
PARAS ENERGY (GAS),36.1,6.0,2021,Dec,13,07:00
RIVERS IPP (GAS),152.0,1.0,2021,Dec,13,07:00
SAPELE (STEAM),52.0,1.0,2021,Dec,13,07:00
SHIRORO (HYDRO),290.0,2.0,2021,Dec,13,07:00
