sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Nov,9,19:00
AFAM VI (GAS/STEAM),269.0,4.0,2020,Nov,9,19:00
ALAOJI NIPP (GAS),220.3,2.0,2020,Nov,9,19:00
DELTA (GAS),376.0,9.0,2020,Nov,9,19:00
EGBIN (STEAM),740.0,4.0,2020,Nov,9,19:00
GEREGU (GAS),266.0,2.0,2020,Nov,9,19:00
GEREGU NIPP (GAS),129.0,1.0,2020,Nov,9,19:00
JEBBA (HYDRO),366.0,4.0,2020,Nov,9,19:00
KAINJI (HYDRO),392.0,4.0,2020,Nov,9,19:00
ODUKPANI NIPP (GAS),486.5,5.0,2020,Nov,9,19:00
OLORUNSOGO (GAS),162.8,5.0,2020,Nov,9,19:00
OMOKU (GAS),73.3,4.0,2020,Nov,9,19:00
OMOTOSHO (GAS),160.1,5.0,2020,Nov,9,19:00
OMOTOSHO NIPP (GAS),104.0,1.0,2020,Nov,9,19:00
PARAS ENERGY (GAS),52.4,8.0,2020,Nov,9,19:00
RIVERS IPP (GAS),154.0,1.0,2020,Nov,9,19:00
SAPELE (STEAM),57.0,1.0,2020,Nov,9,19:00
SAPELE NIPP (GAS),89.8,1.0,2020,Nov,9,19:00
SHIRORO (HYDRO),408.0,3.0,2020,Nov,9,19:00
TRANS-AMADI (GAS),92.6,4.0,2020,Nov,9,19:00
