unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,20:00
4,621.00,EGBIN (STEAM),2018,Feb,2,20:00
1,89.00,GEREGU NIPP (GAS),2018,Feb,2,20:00
1,89.80,IHOVBOR NIPP (GAS),2018,Feb,2,20:00
6,197.60,OLORUNSOGO (GAS),2018,Feb,2,20:00
2,202.30,OLORUNSOGO NIPP (GAS),2018,Feb,2,20:00
9,69.40,PARAS ENERGY (GAS),2018,Feb,2,20:00
4,204.00,SHIRORO (HYDRO),2018,Feb,2,20:00
