sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),45.0,1.0,2019,Feb,13,16:00
AFAM VI (GAS/STEAM),246.0,4.0,2019,Feb,13,16:00
ALAOJI NIPP (GAS),73.1,1.0,2019,Feb,13,16:00
EGBIN (STEAM),543.0,5.0,2019,Feb,13,16:00
GEREGU NIPP (GAS),131.0,1.0,2019,Feb,13,16:00
IHOVBOR NIPP (GAS),142.3,2.0,2019,Feb,13,16:00
JEBBA (HYDRO),277.0,3.0,2019,Feb,13,16:00
KAINJI (HYDRO),346.0,4.0,2019,Feb,13,16:00
ODUKPANI NIPP (GAS),201.4,2.0,2019,Feb,13,16:00
OLORUNSOGO NIPP (GAS),81.1,1.0,2019,Feb,13,16:00
OMOTOSHO (GAS),153.3,5.0,2019,Feb,13,16:00
OMOTOSHO NIPP (GAS),106.5,1.0,2019,Feb,13,16:00
PARAS ENERGY (GAS),68.0,10.0,2019,Feb,13,16:00
SHIRORO (HYDRO),210.0,2.0,2019,Feb,13,16:00
