sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),130.0,4.0,2021,Nov,16,19:30
ALAOJI NIPP (GAS),113.8,1.0,2021,Nov,16,19:30
AZURA-EDO IPP (GAS),384.0,3.0,2021,Nov,16,19:30
EGBIN (STEAM),500.0,3.0,2021,Nov,16,19:30
GEREGU (GAS),258.0,2.0,2021,Nov,16,19:30
GEREGU NIPP (GAS),125.0,1.0,2021,Nov,16,19:30
IBOM POWER (GAS),30.3,1.0,2021,Nov,16,19:30
IHOVBOR NIPP (GAS),111.7,1.0,2021,Nov,16,19:30
JEBBA (HYDRO),445.0,5.0,2021,Nov,16,19:30
ODUKPANI NIPP (GAS),292.5,3.0,2021,Nov,16,19:30
OLORUNSOGO (GAS),178.1,1.0,2021,Nov,16,19:30
OMOKU (GAS),51.6,3.0,2021,Nov,16,19:30
OMOTOSHO (GAS),151.0,5.0,2021,Nov,16,19:30
PARAS ENERGY (GAS),34.8,1.0,2021,Nov,16,19:30
SAPELE NIPP (GAS),90.6,1.0,2021,Nov,16,19:30
SHIRORO (HYDRO),450.0,3.0,2021,Nov,16,19:30
