sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),31.0,1.0,2019,Sep,12,15:00
AFAM VI (GAS/STEAM),240.7,4.0,2019,Sep,12,15:00
ALAOJI NIPP (GAS),71.3,1.0,2019,Sep,12,15:00
AZURA-EDO IPP (GAS),210.0,2.0,2019,Sep,12,15:00
DELTA (GAS),464.0,9.0,2019,Sep,12,15:00
EGBIN (STEAM),310.0,3.0,2019,Sep,12,15:00
GEREGU (GAS),236.0,2.0,2019,Sep,12,15:00
GEREGU NIPP (GAS),100.0,1.0,2019,Sep,12,15:00
IBOM POWER (GAS),60.3,1.0,2019,Sep,12,15:00
IHOVBOR NIPP (GAS),81.3,1.0,2019,Sep,12,15:00
JEBBA (HYDRO),247.0,3.0,2019,Sep,12,15:00
KAINJI (HYDRO),324.0,4.0,2019,Sep,12,15:00
ODUKPANI NIPP (GAS),197.3,2.0,2019,Sep,12,15:00
OLORUNSOGO (GAS),138.2,4.0,2019,Sep,12,15:00
OMOKU (GAS),51.7,4.0,2019,Sep,12,15:00
OMOTOSHO (GAS),100.7,3.0,2019,Sep,12,15:00
OMOTOSHO NIPP (GAS),99.4,1.0,2019,Sep,12,15:00
PARAS ENERGY (GAS),44.5,6.0,2019,Sep,12,15:00
RIVERS IPP (GAS),127.0,1.0,2019,Sep,12,15:00
SAPELE (STEAM),100.0,2.0,2019,Sep,12,15:00
TRANS-AMADI (GAS),63.9,3.0,2019,Sep,12,15:00
