sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Nov,19,17:00
AFAM VI (GAS/STEAM),142.0,4.0,2021,Nov,19,17:00
ALAOJI NIPP (GAS),81.2,1.0,2021,Nov,19,17:00
AZURA-EDO IPP (GAS),425.0,3.0,2021,Nov,19,17:00
DELTA (GAS),391.0,8.0,2021,Nov,19,17:00
EGBIN (STEAM),567.0,3.0,2021,Nov,19,17:00
GEREGU (GAS),269.0,2.0,2021,Nov,19,17:00
GEREGU NIPP (GAS),132.0,1.0,2021,Nov,19,17:00
IBOM POWER (GAS),30.1,1.0,2021,Nov,19,17:00
IHOVBOR NIPP (GAS),105.7,1.0,2021,Nov,19,17:00
JEBBA (HYDRO),383.0,4.0,2021,Nov,19,17:00
KAINJI (HYDRO),386.0,4.0,2021,Nov,19,17:00
ODUKPANI NIPP (GAS),212.4,2.0,2021,Nov,19,17:00
OLORUNSOGO (GAS),180.6,6.0,2021,Nov,19,17:00
OMOKU (GAS),51.9,3.0,2021,Nov,19,17:00
OMOTOSHO (GAS),154.6,5.0,2021,Nov,19,17:00
OMOTOSHO NIPP (GAS),80.0,1.0,2021,Nov,19,17:00
PARAS ENERGY (GAS),35.5,6.0,2021,Nov,19,17:00
RIVERS IPP (GAS),80.0,1.0,2021,Nov,19,17:00
SAPELE (STEAM),56.0,1.0,2021,Nov,19,17:00
SAPELE NIPP (GAS),88.2,1.0,2021,Nov,19,17:00
SHIRORO (HYDRO),255.0,3.0,2021,Nov,19,17:00
TRANS-AMADI (GAS),74.3,4.0,2021,Nov,19,17:00
