sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),0.0,4.0,2022,Jun,18,21:45
ALAOJI NIPP (GAS),112.9,3.0,2022,Jun,18,21:45
AZURA-EDO IPP (GAS),411.0,3.0,2022,Jun,18,21:45
GEREGU (GAS),202.0,2.0,2022,Jun,18,21:45
GEREGU NIPP (GAS),131.0,1.0,2022,Jun,18,21:45
IBOM POWER (GAS),73.9,1.0,2022,Jun,18,21:45
JEBBA (HYDRO),88.0,1.0,2022,Jun,18,21:45
ODUKPANI NIPP (GAS),315.8,3.0,2022,Jun,18,21:45
OLORUNSOGO (GAS),163.4,1.0,2022,Jun,18,21:45
OLORUNSOGO NIPP (GAS),114.3,1.0,2022,Jun,18,21:45
OMOKU (GAS),49.7,3.0,2022,Jun,18,21:45
OMOTOSHO (GAS),152.4,5.0,2022,Jun,18,21:45
OMOTOSHO NIPP (GAS),100.6,1.0,2022,Jun,18,21:45
PARAS ENERGY (GAS),50.45,1.0,2022,Jun,18,21:45
RIVERS IPP (GAS),154.0,1.0,2022,Jun,18,21:45
SAPELE (STEAM),44.0,1.0,2022,Jun,18,21:45
SAPELE NIPP (GAS),92.4,1.0,2022,Jun,18,21:45
