sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),54.0,1.0,2019,Mar,13,03:00
AFAM VI (GAS/STEAM),369.6,4.0,2019,Mar,13,03:00
ALAOJI NIPP (GAS),77.2,1.0,2019,Mar,13,03:00
EGBIN (STEAM),550.0,4.0,2019,Mar,13,03:00
GEREGU NIPP (GAS),135.0,1.0,2019,Mar,13,03:00
IHOVBOR NIPP (GAS),181.9,2.0,2019,Mar,13,03:00
JEBBA (HYDRO),316.0,4.0,2019,Mar,13,03:00
KAINJI (HYDRO),331.0,4.0,2019,Mar,13,03:00
OMOKU (GAS),59.4,3.0,2019,Mar,13,03:00
OMOTOSHO NIPP (GAS),106.1,1.0,2019,Mar,13,03:00
PARAS ENERGY (GAS),63.5,11.0,2019,Mar,13,03:00
SHIRORO (HYDRO),346.0,4.0,2019,Mar,13,03:00
