sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2022,Jan,6,05:00
AFAM VI (GAS/STEAM),274.0,4.0,2022,Jan,6,05:00
ALAOJI NIPP (GAS),111.2,1.0,2022,Jan,6,05:00
AZURA-EDO IPP (GAS),375.0,3.0,2022,Jan,6,05:00
DELTA (GAS),273.0,7.0,2022,Jan,6,05:00
EGBIN (STEAM),501.0,3.0,2022,Jan,6,05:00
GEREGU (GAS),300.0,3.0,2022,Jan,6,05:00
GEREGU NIPP (GAS),90.0,1.0,2022,Jan,6,05:00
IBOM POWER (GAS),30.4,1.0,2022,Jan,6,05:00
JEBBA (HYDRO),419.0,5.0,2022,Jan,6,05:00
KAINJI (HYDRO),395.0,4.0,2022,Jan,6,05:00
ODUKPANI NIPP (GAS),323.4,3.0,2022,Jan,6,05:00
OLORUNSOGO (GAS),80.3,3.0,2022,Jan,6,05:00
OMOKU (GAS),31.8,3.0,2022,Jan,6,05:00
OMOTOSHO (GAS),63.4,2.0,2022,Jan,6,05:00
PARAS ENERGY (GAS),34.3,6.0,2022,Jan,6,05:00
RIVERS IPP (GAS),125.0,1.0,2022,Jan,6,05:00
SAPELE (STEAM),52.0,1.0,2022,Jan,6,05:00
SHIRORO (HYDRO),243.0,3.0,2022,Jan,6,05:00
TRANS-AMADI (GAS),52.9,4.0,2022,Jan,6,05:00
