sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),282.0,4.0,2019,Oct,22,21:45
ALAOJI NIPP (GAS),113.6,1.0,2019,Oct,22,21:45
GEREGU NIPP (GAS),80.0,1.0,2019,Oct,22,21:45
IHOVBOR NIPP (GAS),103.6,1.0,2019,Oct,22,21:45
JEBBA (HYDRO),410.0,5.0,2019,Oct,22,21:45
ODUKPANI NIPP (GAS),195.1,2.0,2019,Oct,22,21:45
OLORUNSOGO (GAS),166.7,5.0,2019,Oct,22,21:45
OMOKU (GAS),80.0,4.0,2019,Oct,22,21:45
OMOTOSHO (GAS),102.2,4.0,2019,Oct,22,21:45
OMOTOSHO NIPP (GAS),103.5,1.0,2019,Oct,22,21:45
RIVERS IPP (GAS),160.0,1.0,2019,Oct,22,21:45
SAPELE NIPP (GAS),90.3,1.0,2019,Oct,22,21:45
TRANS-AMADI (GAS),66.3,3.0,2019,Oct,22,21:45
