sector,num,unit,year,month,day,hour
ALAOJI NIPP (GAS),98.6,1.0,2022,May,9,21:45
AZURA-EDO IPP (GAS),412.0,3.0,2022,May,9,21:45
GEREGU (GAS),116.0,1.0,2022,May,9,21:45
GEREGU NIPP (GAS),120.0,1.0,2022,May,9,21:45
JEBBA (HYDRO),337.0,4.0,2022,May,9,21:45
OLORUNSOGO (GAS),122.9,1.0,2022,May,9,21:45
OLORUNSOGO NIPP (GAS),103.7,1.0,2022,May,9,21:45
OMOKU (GAS),49.0,3.0,2022,May,9,21:45
OMOTOSHO (GAS),129.1,4.0,2022,May,9,21:45
PARAS ENERGY (GAS),46.7,1.0,2022,May,9,21:45
RIVERS IPP (GAS),165.0,1.0,2022,May,9,21:45
SAPELE NIPP (GAS),93.8,1.0,2022,May,9,21:45
SHIRORO (HYDRO),243.0,2.0,2022,May,9,21:45
TRANS-AMADI (GAS),81.7,4.0,2022,May,9,21:45
