sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),59.0,1.0,2018,Jan,19,19:00
AFAM VI (GAS/STEAM),252.0,4.0,2018,Jan,19,19:00
EGBIN (STEAM),460.0,3.0,2018,Jan,19,19:00
GEREGU (GAS),110.0,1.0,2018,Jan,19,19:00
GEREGU NIPP (GAS),137.0,1.0,2018,Jan,19,19:00
IHOVBOR NIPP (GAS),94.3,1.0,2018,Jan,19,19:00
OLORUNSOGO (GAS),96.9,3.0,2018,Jan,19,19:00
OMOTOSHO (GAS),91.0,3.0,2018,Jan,19,19:00
OMOTOSHO NIPP (GAS),103.5,1.0,2018,Jan,19,19:00
PARAS ENERGY (GAS),67.8,9.0,2018,Jan,19,19:00
SHIRORO (HYDRO),199.0,4.0,2018,Jan,19,19:00
