sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),227.0,4.0,2022,Jan,29,19:45
ALAOJI NIPP (GAS),82.2,1.0,2022,Jan,29,19:45
AZURA-EDO IPP (GAS),274.0,2.0,2022,Jan,29,19:45
GEREGU (GAS),405.0,3.0,2022,Jan,29,19:45
JEBBA (HYDRO),336.0,4.0,2022,Jan,29,19:45
ODUKPANI NIPP (GAS),414.9,4.0,2022,Jan,29,19:45
OLORUNSOGO (GAS),75.9,1.0,2022,Jan,29,19:45
OMOKU (GAS),52.8,3.0,2022,Jan,29,19:45
OMOTOSHO (GAS),97.6,3.0,2022,Jan,29,19:45
OMOTOSHO NIPP (GAS),85.1,1.0,2022,Jan,29,19:45
PARAS ENERGY (GAS),40.4,1.0,2022,Jan,29,19:45
RIVERS IPP (GAS),148.0,1.0,2022,Jan,29,19:45
SAPELE NIPP (GAS),106.4,1.0,2022,Jan,29,19:45
SHIRORO (HYDRO),350.0,3.0,2022,Jan,29,19:45
TRANS-AMADI (GAS),93.1,4.0,2022,Jan,29,19:45
