sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),55.0,1.0,2019,Mar,17,16:00
DELTA (GAS),191.0,7.0,2019,Mar,17,16:00
EGBIN (STEAM),308.0,3.0,2019,Mar,17,16:00
GEREGU (GAS),213.0,2.0,2019,Mar,17,16:00
GEREGU NIPP (GAS),210.0,2.0,2019,Mar,17,16:00
IHOVBOR NIPP (GAS),89.0,1.0,2019,Mar,17,16:00
JEBBA (HYDRO),287.0,3.0,2019,Mar,17,16:00
KAINJI (HYDRO),375.0,4.0,2019,Mar,17,16:00
ODUKPANI NIPP (GAS),198.5,2.0,2019,Mar,17,16:00
OMOKU (GAS),40.7,3.0,2019,Mar,17,16:00
OMOTOSHO (GAS),120.4,4.0,2019,Mar,17,16:00
PARAS ENERGY (GAS),64.3,11.0,2019,Mar,17,16:00
SAPELE NIPP (GAS),91.6,1.0,2019,Mar,17,16:00
