sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),80.0,2.0,2021,Jul,3,17:00
AZURA-EDO IPP (GAS),375.0,3.0,2021,Jul,3,17:00
DELTA (GAS),254.0,8.0,2021,Jul,3,17:00
EGBIN (STEAM),589.0,4.0,2021,Jul,3,17:00
GEREGU (GAS),160.0,2.0,2021,Jul,3,17:00
JEBBA (HYDRO),83.0,1.0,2021,Jul,3,17:00
KAINJI (HYDRO),119.0,3.0,2021,Jul,3,17:00
ODUKPANI NIPP (GAS),182.7,2.0,2021,Jul,3,17:00
OLORUNSOGO (GAS),57.0,2.0,2021,Jul,3,17:00
OMOKU (GAS),38.7,2.0,2021,Jul,3,17:00
OMOTOSHO (GAS),46.4,2.0,2021,Jul,3,17:00
PARAS ENERGY (GAS),46.8,8.0,2021,Jul,3,17:00
SAPELE (STEAM),44.0,1.0,2021,Jul,3,17:00
TRANS-AMADI (GAS),76.4,4.0,2021,Jul,3,17:00
