sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),285.0,4.0,2020,Jun,30,22:00
ALAOJI NIPP (GAS),111.9,1.0,2020,Jun,30,22:00
AZURA-EDO IPP (GAS),392.0,3.0,2020,Jun,30,22:00
DELTA (GAS),368.0,9.0,2020,Jun,30,22:00
EGBIN (STEAM),458.0,3.0,2020,Jun,30,22:00
GEREGU NIPP (GAS),126.0,1.0,2020,Jun,30,22:00
IBOM POWER (GAS),48.7,1.0,2020,Jun,30,22:00
JEBBA (HYDRO),347.0,4.0,2020,Jun,30,22:00
KAINJI (HYDRO),239.0,3.0,2020,Jun,30,22:00
ODUKPANI NIPP (GAS),391.1,4.0,2020,Jun,30,22:00
OLORUNSOGO (GAS),164.3,5.0,2020,Jun,30,22:00
OMOKU (GAS),76.4,5.0,2020,Jun,30,22:00
OMOTOSHO (GAS),153.4,5.0,2020,Jun,30,22:00
OMOTOSHO NIPP (GAS),102.1,1.0,2020,Jun,30,22:00
PARAS ENERGY (GAS),51.6,8.0,2020,Jun,30,22:00
RIVERS IPP (GAS),144.0,1.0,2020,Jun,30,22:00
SAPELE (STEAM),63.0,2.0,2020,Jun,30,22:00
