sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),414.0,3.0,2020,May,19,20:15
GEREGU (GAS),354.0,3.0,2020,May,19,20:15
GEREGU NIPP (GAS),131.0,1.0,2020,May,19,20:15
IBOM POWER (GAS),60.6,1.0,2020,May,19,20:15
IHOVBOR NIPP (GAS),106.0,1.0,2020,May,19,20:15
JEBBA (HYDRO),343.0,4.0,2020,May,19,20:15
OLORUNSOGO (GAS),123.2,1.0,2020,May,19,20:15
OLORUNSOGO NIPP (GAS),113.4,1.0,2020,May,19,20:15
OMOTOSHO (GAS),132.9,4.0,2020,May,19,20:15
OMOTOSHO NIPP (GAS),107.3,1.0,2020,May,19,20:15
RIVERS IPP (GAS),158.0,1.0,2020,May,19,20:15
SHIRORO (HYDRO),253.0,2.0,2020,May,19,20:15
