sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,Oct,1,17:00
AFAM VI (GAS/STEAM),390.0,4.0,2020,Oct,1,17:00
ALAOJI NIPP (GAS),81.1,1.0,2020,Oct,1,17:00
AZURA-EDO IPP (GAS),390.0,3.0,2020,Oct,1,17:00
DELTA (GAS),310.0,9.0,2020,Oct,1,17:00
EGBIN (STEAM),384.0,4.0,2020,Oct,1,17:00
GEREGU (GAS),160.0,2.0,2020,Oct,1,17:00
GEREGU NIPP (GAS),126.0,1.0,2020,Oct,1,17:00
JEBBA (HYDRO),302.0,4.0,2020,Oct,1,17:00
KAINJI (HYDRO),314.0,4.0,2020,Oct,1,17:00
ODUKPANI NIPP (GAS),182.1,2.0,2020,Oct,1,17:00
OLORUNSOGO (GAS),134.9,5.0,2020,Oct,1,17:00
OMOTOSHO (GAS),133.4,5.0,2020,Oct,1,17:00
OMOTOSHO NIPP (GAS),102.4,1.0,2020,Oct,1,17:00
PARAS ENERGY (GAS),50.8,8.0,2020,Oct,1,17:00
RIVERS IPP (GAS),80.0,1.0,2020,Oct,1,17:00
SAPELE NIPP (GAS),80.0,1.0,2020,Oct,1,17:00
SHIRORO (HYDRO),417.0,4.0,2020,Oct,1,17:00
TRANS-AMADI (GAS),30.5,4.0,2020,Oct,1,17:00
