unit,num,sector,year,month,day,hour
1,59.00,AFAM IV &amp; V (GAS),2018,Jan,2,17:00
4,554.00,EGBIN (STEAM),2018,Jan,2,17:00
1,104.00,GEREGU NIPP (GAS),2018,Jan,2,17:00
1,97.80,IHOVBOR NIPP (GAS),2018,Jan,2,17:00
3,249.00,JEBBA (HYDRO),2018,Jan,2,17:00
1,106.60,OLORUNSOGO NIPP (GAS),2018,Jan,2,17:00
4,120.50,OMOTOSHO (GAS),2018,Jan,2,17:00
1,106.10,OMOTOSHO NIPP (GAS),2018,Jan,2,17:00
