sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),60.0,2.0,2020,Dec,24,04:00
AFAM VI (GAS/STEAM),253.0,4.0,2020,Dec,24,04:00
AZURA-EDO IPP (GAS),382.0,3.0,2020,Dec,24,04:00
EGBIN (STEAM),628.0,4.0,2020,Dec,24,04:00
GEREGU (GAS),256.0,2.0,2020,Dec,24,04:00
GEREGU NIPP (GAS),80.0,1.0,2020,Dec,24,04:00
IBOM POWER (GAS),75.2,1.0,2020,Dec,24,04:00
JEBBA (HYDRO),363.0,4.0,2020,Dec,24,04:00
KAINJI (HYDRO),329.0,4.0,2020,Dec,24,04:00
ODUKPANI NIPP (GAS),290.7,3.0,2020,Dec,24,04:00
OLORUNSOGO (GAS),144.2,5.0,2020,Dec,24,04:00
OMOKU (GAS),37.5,4.0,2020,Dec,24,04:00
OMOTOSHO (GAS),96.7,3.0,2020,Dec,24,04:00
OMOTOSHO NIPP (GAS),101.2,1.0,2020,Dec,24,04:00
PARAS ENERGY (GAS),51.6,8.0,2020,Dec,24,04:00
RIVERS IPP (GAS),80.0,1.0,2020,Dec,24,04:00
SAPELE (STEAM),60.0,1.0,2020,Dec,24,04:00
SHIRORO (HYDRO),270.0,3.0,2020,Dec,24,04:00
TRANS-AMADI (GAS),50.9,4.0,2020,Dec,24,04:00
