sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),262.0,4.0,2019,Mar,4,08:00
DELTA (GAS),339.0,8.0,2019,Mar,4,08:00
EGBIN (STEAM),445.0,4.0,2019,Mar,4,08:00
GEREGU (GAS),127.0,1.0,2019,Mar,4,08:00
IBOM POWER (GAS),166.1,2.0,2019,Mar,4,08:00
IHOVBOR NIPP (GAS),98.0,1.0,2019,Mar,4,08:00
JEBBA (HYDRO),246.0,3.0,2019,Mar,4,08:00
KAINJI (HYDRO),384.0,4.0,2019,Mar,4,08:00
ODUKPANI NIPP (GAS),194.8,2.0,2019,Mar,4,08:00
OMOTOSHO NIPP (GAS),103.6,1.0,2019,Mar,4,08:00
PARAS ENERGY (GAS),64.7,11.0,2019,Mar,4,08:00
SAPELE (STEAM),61.0,1.0,2019,Mar,4,08:00
SHIRORO (HYDRO),170.0,4.0,2019,Mar,4,08:00
