unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,3,03:00
4,539.00,EGBIN (STEAM),2018,Feb,3,03:00
1,98.00,GEREGU NIPP (GAS),2018,Feb,3,03:00
6,197.70,OLORUNSOGO (GAS),2018,Feb,3,03:00
2,190.70,OMOTOSHO NIPP (GAS),2018,Feb,3,03:00
9,67.80,PARAS ENERGY (GAS),2018,Feb,3,03:00
