unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,21:30
4,629.00,EGBIN (STEAM),2018,Feb,2,21:30
1,109.00,GEREGU NIPP (GAS),2018,Feb,2,21:30
1,96.30,IHOVBOR NIPP (GAS),2018,Feb,2,21:30
6,197.50,OLORUNSOGO (GAS),2018,Feb,2,21:30
2,218.00,OMOTOSHO NIPP (GAS),2018,Feb,2,21:30
4,204.00,SHIRORO (HYDRO),2018,Feb,2,21:30
