unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,3,10:00
4,567.00,EGBIN (STEAM),2018,Feb,3,10:00
1,100.00,GEREGU NIPP (GAS),2018,Feb,3,10:00
1,85.70,IHOVBOR NIPP (GAS),2018,Feb,3,10:00
5,170.50,OLORUNSOGO (GAS),2018,Feb,3,10:00
2,199.80,OLORUNSOGO NIPP (GAS),2018,Feb,3,10:00
2,212.30,OMOTOSHO NIPP (GAS),2018,Feb,3,10:00
9,69.40,PARAS ENERGY (GAS),2018,Feb,3,10:00
