sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),273.0,4.0,2021,Dec,10,18:00
ALAOJI NIPP (GAS),83.2,1.0,2021,Dec,10,18:00
AZURA-EDO IPP (GAS),424.0,3.0,2021,Dec,10,18:00
DELTA (GAS),248.0,7.0,2021,Dec,10,18:00
EGBIN (STEAM),606.0,3.0,2021,Dec,10,18:00
GEREGU (GAS),371.0,3.0,2021,Dec,10,18:00
GEREGU NIPP (GAS),90.0,1.0,2021,Dec,10,18:00
IBOM POWER (GAS),30.3,1.0,2021,Dec,10,18:00
IHOVBOR NIPP (GAS),95.5,1.0,2021,Dec,10,18:00
JEBBA (HYDRO),421.0,5.0,2021,Dec,10,18:00
KAINJI (HYDRO),492.0,5.0,2021,Dec,10,18:00
OLORUNSOGO (GAS),64.0,2.0,2021,Dec,10,18:00
OMOKU (GAS),51.7,3.0,2021,Dec,10,18:00
OMOTOSHO (GAS),80.5,3.0,2021,Dec,10,18:00
OMOTOSHO NIPP (GAS),84.7,1.0,2021,Dec,10,18:00
PARAS ENERGY (GAS),36.7,6.0,2021,Dec,10,18:00
RIVERS IPP (GAS),90.0,1.0,2021,Dec,10,18:00
SAPELE (STEAM),52.0,1.0,2021,Dec,10,18:00
SHIRORO (HYDRO),290.0,2.0,2021,Dec,10,18:00
