sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),279.0,4.0,2019,May,24,20:00
AZURA-EDO IPP (GAS),444.0,3.0,2019,May,24,20:00
DELTA (GAS),369.0,8.0,2019,May,24,20:00
EGBIN (STEAM),546.0,4.0,2019,May,24,20:00
GEREGU (GAS),282.0,2.0,2019,May,24,20:00
GEREGU NIPP (GAS),287.0,2.0,2019,May,24,20:00
IBOM POWER (GAS),88.5,1.0,2019,May,24,20:00
JEBBA (HYDRO),355.0,4.0,2019,May,24,20:00
KAINJI (HYDRO),296.0,3.0,2019,May,24,20:00
ODUKPANI NIPP (GAS),279.2,3.0,2019,May,24,20:00
OLORUNSOGO (GAS),195.9,6.0,2019,May,24,20:00
OMOKU (GAS),58.3,3.0,2019,May,24,20:00
OMOTOSHO (GAS),136.1,4.0,2019,May,24,20:00
OMOTOSHO NIPP (GAS),85.2,1.0,2019,May,24,20:00
PARAS ENERGY (GAS),68.1,11.0,2019,May,24,20:00
RIVERS IPP (GAS),154.0,1.0,2019,May,24,20:00
SAPELE (STEAM),56.0,1.0,2019,May,24,20:00
SHIRORO (HYDRO),366.0,4.0,2019,May,24,20:00
