sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),50.0,1.0,2021,Jan,19,13:00
AFAM VI (GAS/STEAM),271.0,4.0,2021,Jan,19,13:00
AZURA-EDO IPP (GAS),405.0,3.0,2021,Jan,19,13:00
DELTA (GAS),349.0,8.0,2021,Jan,19,13:00
EGBIN (STEAM),1003.0,5.0,2021,Jan,19,13:00
GEREGU (GAS),402.0,3.0,2021,Jan,19,13:00
GEREGU NIPP (GAS),130.0,1.0,2021,Jan,19,13:00
JEBBA (HYDRO),371.0,4.0,2021,Jan,19,13:00
KAINJI (HYDRO),283.0,3.0,2021,Jan,19,13:00
ODUKPANI NIPP (GAS),406.4,4.0,2021,Jan,19,13:00
OLORUNSOGO (GAS),124.1,4.0,2021,Jan,19,13:00
OMOKU (GAS),38.1,3.0,2021,Jan,19,13:00
OMOTOSHO (GAS),120.2,4.0,2021,Jan,19,13:00
OMOTOSHO NIPP (GAS),104.2,1.0,2021,Jan,19,13:00
PARAS ENERGY (GAS),51.6,8.0,2021,Jan,19,13:00
SAPELE (STEAM),55.0,1.0,2021,Jan,19,13:00
SHIRORO (HYDRO),325.0,3.0,2021,Jan,19,13:00
TRANS-AMADI (GAS),92.8,4.0,2021,Jan,19,13:00
