sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),40.0,1.0,2021,Nov,4,08:00
AFAM VI (GAS/STEAM),199.0,4.0,2021,Nov,4,08:00
AZURA-EDO IPP (GAS),381.0,3.0,2021,Nov,4,08:00
DELTA (GAS),332.0,8.0,2021,Nov,4,08:00
EGBIN (STEAM),479.0,3.0,2021,Nov,4,08:00
GEREGU (GAS),288.0,3.0,2021,Nov,4,08:00
GEREGU NIPP (GAS),123.0,1.0,2021,Nov,4,08:00
JEBBA (HYDRO),464.0,5.0,2021,Nov,4,08:00
KAINJI (HYDRO),355.0,4.0,2021,Nov,4,08:00
ODUKPANI NIPP (GAS),286.5,3.0,2021,Nov,4,08:00
OLORUNSOGO (GAS),179.1,6.0,2021,Nov,4,08:00
OMOKU (GAS),48.9,3.0,2021,Nov,4,08:00
OMOTOSHO (GAS),152.7,5.0,2021,Nov,4,08:00
PARAS ENERGY (GAS),35.5,6.0,2021,Nov,4,08:00
RIVERS IPP (GAS),80.0,1.0,2021,Nov,4,08:00
SAPELE (STEAM),50.0,1.0,2021,Nov,4,08:00
SHIRORO (HYDRO),174.0,4.0,2021,Nov,4,08:00
TRANS-AMADI (GAS),71.0,4.0,2021,Nov,4,08:00
