sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,May,23,17:00
ALAOJI NIPP (GAS),214.3,2.0,2021,May,23,17:00
AZURA-EDO IPP (GAS),410.0,3.0,2021,May,23,17:00
DELTA (GAS),315.0,8.0,2021,May,23,17:00
EGBIN (STEAM),783.0,5.0,2021,May,23,17:00
GEREGU (GAS),351.0,3.0,2021,May,23,17:00
JEBBA (HYDRO),331.0,4.0,2021,May,23,17:00
KAINJI (HYDRO),195.0,3.0,2021,May,23,17:00
ODUKPANI NIPP (GAS),201.1,2.0,2021,May,23,17:00
OLORUNSOGO (GAS),92.2,3.0,2021,May,23,17:00
OMOKU (GAS),36.8,2.0,2021,May,23,17:00
OMOTOSHO (GAS),65.6,2.0,2021,May,23,17:00
PARAS ENERGY (GAS),53.2,8.0,2021,May,23,17:00
TRANS-AMADI (GAS),45.1,3.0,2021,May,23,17:00
