unit,num,sector,year,month,day,hour
4,0.00,AFAM VI (GAS/STEAM),2018,Feb,2,19:30
4,643.00,EGBIN (STEAM),2018,Feb,2,19:30
1,110.00,GEREGU NIPP (GAS),2018,Feb,2,19:30
1,94.80,IHOVBOR NIPP (GAS),2018,Feb,2,19:30
6,183.30,OLORUNSOGO (GAS),2018,Feb,2,19:30
2,211.40,OLORUNSOGO NIPP (GAS),2018,Feb,2,19:30
2,215.20,OMOTOSHO NIPP (GAS),2018,Feb,2,19:30
4,204.00,SHIRORO (HYDRO),2018,Feb,2,19:30
