sector,num,unit,year,month,day,hour
AFAM VI (GAS/STEAM),246.0,4.0,2021,Feb,10,03:00
AZURA-EDO IPP (GAS),390.0,3.0,2021,Feb,10,03:00
DELTA (GAS),266.0,7.0,2021,Feb,10,03:00
EGBIN (STEAM),808.0,5.0,2021,Feb,10,03:00
GEREGU (GAS),341.0,3.0,2021,Feb,10,03:00
GEREGU NIPP (GAS),100.0,1.0,2021,Feb,10,03:00
IBOM POWER (GAS),71.5,1.0,2021,Feb,10,03:00
JEBBA (HYDRO),333.0,4.0,2021,Feb,10,03:00
KAINJI (HYDRO),327.0,4.0,2021,Feb,10,03:00
ODUKPANI NIPP (GAS),296.3,3.0,2021,Feb,10,03:00
OLORUNSOGO (GAS),122.5,4.0,2021,Feb,10,03:00
OMOKU (GAS),41.6,3.0,2021,Feb,10,03:00
OMOTOSHO (GAS),123.2,4.0,2021,Feb,10,03:00
PARAS ENERGY (GAS),52.4,8.0,2021,Feb,10,03:00
RIVERS IPP (GAS),147.0,1.0,2021,Feb,10,03:00
SHIRORO (HYDRO),280.0,4.0,2021,Feb,10,03:00
TRANS-AMADI (GAS),50.6,4.0,2021,Feb,10,03:00
