sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),45.0,1.0,2022,Feb,26,19:15
AFAM VI (GAS/STEAM),125.0,4.0,2022,Feb,26,19:15
ALAOJI NIPP (GAS),91.6,1.0,2022,Feb,26,19:15
AZURA-EDO IPP (GAS),414.0,3.0,2022,Feb,26,19:15
EGBIN (STEAM),690.0,4.0,2022,Feb,26,19:15
GEREGU (GAS),124.0,1.0,2022,Feb,26,19:15
IBOM POWER (GAS),25.1,1.0,2022,Feb,26,19:15
IHOVBOR NIPP (GAS),100.6,1.0,2022,Feb,26,19:15
JEBBA (HYDRO),327.0,4.0,2022,Feb,26,19:15
ODUKPANI NIPP (GAS),200.4,2.0,2022,Feb,26,19:15
OLORUNSOGO (GAS),75.3,1.0,2022,Feb,26,19:15
OMOKU (GAS),42.4,3.0,2022,Feb,26,19:15
OMOTOSHO (GAS),65.9,2.0,2022,Feb,26,19:15
OMOTOSHO NIPP (GAS),103.3,1.0,2022,Feb,26,19:15
PARAS ENERGY (GAS),75.1,1.0,2022,Feb,26,19:15
RIVERS IPP (GAS),160.0,1.0,2022,Feb,26,19:15
SAPELE (STEAM),32.0,1.0,2022,Feb,26,19:15
SAPELE NIPP (GAS),97.8,1.0,2022,Feb,26,19:15
SHIRORO (HYDRO),445.0,3.0,2022,Feb,26,19:15
TRANS-AMADI (GAS),92.7,4.0,2022,Feb,26,19:15
