unit,num,sector,year,month,day,hour
4,620.00,EGBIN (STEAM),2018,Jan,1,11:00
1,103.00,GEREGU NIPP (GAS),2018,Jan,1,11:00
1,95.50,IHOVBOR NIPP (GAS),2018,Jan,1,11:00
1,107.40,OLORUNSOGO NIPP (GAS),2018,Jan,1,11:00
4,121.70,OMOTOSHO (GAS),2018,Jan,1,11:00
1,100.90,OMOTOSHO NIPP (GAS),2018,Jan,1,11:00
9,68.60,PARAS ENERGY (GAS),2018,Jan,1,11:00
