sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Sep,10,16:00
AFAM VI (GAS/STEAM),396.0,4.0,2021,Sep,10,16:00
ALAOJI NIPP (GAS),111.4,1.0,2021,Sep,10,16:00
AZURA-EDO IPP (GAS),264.0,3.0,2021,Sep,10,16:00
DELTA (GAS),359.0,8.0,2021,Sep,10,16:00
EGBIN (STEAM),416.0,3.0,2021,Sep,10,16:00
GEREGU (GAS),264.0,2.0,2021,Sep,10,16:00
JEBBA (HYDRO),365.0,4.0,2021,Sep,10,16:00
KAINJI (HYDRO),312.0,4.0,2021,Sep,10,16:00
ODUKPANI NIPP (GAS),196.3,2.0,2021,Sep,10,16:00
OLORUNSOGO (GAS),153.2,5.0,2021,Sep,10,16:00
OMOKU (GAS),41.3,3.0,2021,Sep,10,16:00
OMOTOSHO (GAS),160.9,5.0,2021,Sep,10,16:00
PARAS ENERGY (GAS),48.4,7.0,2021,Sep,10,16:00
SAPELE (STEAM),51.0,1.0,2021,Sep,10,16:00
SAPELE NIPP (GAS),92.1,1.0,2021,Sep,10,16:00
SHIRORO (HYDRO),298.0,2.0,2021,Sep,10,16:00
