sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2020,Dec,16,10:00
AFAM VI (GAS/STEAM),418.0,4.0,2020,Dec,16,10:00
AZURA-EDO IPP (GAS),438.0,3.0,2020,Dec,16,10:00
DELTA (GAS),330.0,8.0,2020,Dec,16,10:00
EGBIN (STEAM),777.0,4.0,2020,Dec,16,10:00
GEREGU (GAS),281.0,2.0,2020,Dec,16,10:00
GEREGU NIPP (GAS),138.0,1.0,2020,Dec,16,10:00
JEBBA (HYDRO),371.0,4.0,2020,Dec,16,10:00
KAINJI (HYDRO),285.0,3.0,2020,Dec,16,10:00
ODUKPANI NIPP (GAS),222.0,2.0,2020,Dec,16,10:00
OLORUNSOGO (GAS),62.8,2.0,2020,Dec,16,10:00
OMOKU (GAS),17.0,1.0,2020,Dec,16,10:00
OMOTOSHO (GAS),66.1,2.0,2020,Dec,16,10:00
OMOTOSHO NIPP (GAS),90.3,1.0,2020,Dec,16,10:00
PARAS ENERGY (GAS),54.0,8.0,2020,Dec,16,10:00
RIVERS IPP (GAS),90.0,1.0,2020,Dec,16,10:00
SHIRORO (HYDRO),440.0,3.0,2020,Dec,16,10:00
TRANS-AMADI (GAS),81.4,4.0,2020,Dec,16,10:00
