sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),100.0,2.0,2021,Apr,7,13:00
DELTA (GAS),332.0,8.0,2021,Apr,7,13:00
EGBIN (STEAM),708.0,5.0,2021,Apr,7,13:00
GEREGU (GAS),407.0,3.0,2021,Apr,7,13:00
JEBBA (HYDRO),442.0,5.0,2021,Apr,7,13:00
KAINJI (HYDRO),277.0,3.0,2021,Apr,7,13:00
ODUKPANI NIPP (GAS),317.0,3.0,2021,Apr,7,13:00
OLORUNSOGO (GAS),88.1,3.0,2021,Apr,7,13:00
OMOKU (GAS),38.7,2.0,2021,Apr,7,13:00
OMOTOSHO (GAS),91.8,3.0,2021,Apr,7,13:00
PARAS ENERGY (GAS),56.4,8.0,2021,Apr,7,13:00
RIVERS IPP (GAS),80.0,1.0,2021,Apr,7,13:00
SAPELE (STEAM),53.0,1.0,2021,Apr,7,13:00
SHIRORO (HYDRO),277.0,2.0,2021,Apr,7,13:00
TRANS-AMADI (GAS),69.6,4.0,2021,Apr,7,13:00
