sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),120.0,2.0,2021,Jul,14,01:00
ALAOJI NIPP (GAS),80.1,1.0,2021,Jul,14,01:00
AZURA-EDO IPP (GAS),391.0,3.0,2021,Jul,14,01:00
DELTA (GAS),408.0,9.0,2021,Jul,14,01:00
EGBIN (STEAM),630.0,4.0,2021,Jul,14,01:00
GEREGU (GAS),393.0,3.0,2021,Jul,14,01:00
JEBBA (HYDRO),171.0,2.0,2021,Jul,14,01:00
KAINJI (HYDRO),172.0,3.0,2021,Jul,14,01:00
ODUKPANI NIPP (GAS),197.4,2.0,2021,Jul,14,01:00
OLORUNSOGO (GAS),123.4,4.0,2021,Jul,14,01:00
OMOKU (GAS),39.7,2.0,2021,Jul,14,01:00
OMOTOSHO (GAS),106.6,3.0,2021,Jul,14,01:00
PARAS ENERGY (GAS),53.2,8.0,2021,Jul,14,01:00
SAPELE (STEAM),53.0,1.0,2021,Jul,14,01:00
SAPELE NIPP (GAS),108.8,1.0,2021,Jul,14,01:00
TRANS-AMADI (GAS),41.7,4.0,2021,Jul,14,01:00
