unit,num,sector,year,month,day,hour
4,558.00,EGBIN (STEAM),2018,Jan,1,06:00
1,98.00,GEREGU NIPP (GAS),2018,Jan,1,06:00
1,70.00,IHOVBOR NIPP (GAS),2018,Jan,1,06:00
1,80.00,OLORUNSOGO NIPP (GAS),2018,Jan,1,06:00
4,141.70,OMOTOSHO (GAS),2018,Jan,1,06:00
1,90.40,OMOTOSHO NIPP (GAS),2018,Jan,1,06:00
9,70.20,PARAS ENERGY (GAS),2018,Jan,1,06:00
