sector,num,unit,year,month,day,hour
AZURA-EDO IPP (GAS),399.0,3.0,2018,Nov,22,12:00
EGBIN (STEAM),555.0,3.0,2018,Nov,22,12:00
GEREGU NIPP (GAS),94.0,1.0,2018,Nov,22,12:00
IBOM POWER (GAS),87.2,1.0,2018,Nov,22,12:00
IHOVBOR NIPP (GAS),206.2,2.0,2018,Nov,22,12:00
JEBBA (HYDRO),450.0,5.0,2018,Nov,22,12:00
KAINJI (HYDRO),297.0,3.0,2018,Nov,22,12:00
OMOTOSHO (GAS),128.0,4.0,2018,Nov,22,12:00
OMOTOSHO NIPP (GAS),104.8,1.0,2018,Nov,22,12:00
PARAS ENERGY (GAS),68.6,9.0,2018,Nov,22,12:00
SHIRORO (HYDRO),266.0,2.0,2018,Nov,22,12:00
