sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,2.0,2021,Mar,27,02:00
AZURA-EDO IPP (GAS),125.0,1.0,2021,Mar,27,02:00
EGBIN (STEAM),971.0,5.0,2021,Mar,27,02:00
GEREGU (GAS),417.0,3.0,2021,Mar,27,02:00
GEREGU NIPP (GAS),0.0,1.0,2021,Mar,27,02:00
JEBBA (HYDRO),254.0,3.0,2021,Mar,27,02:00
KAINJI (HYDRO),368.0,4.0,2021,Mar,27,02:00
ODUKPANI NIPP (GAS),329.7,3.0,2021,Mar,27,02:00
OLORUNSOGO (GAS),127.4,4.0,2021,Mar,27,02:00
OLORUNSOGO NIPP (GAS),116.1,1.0,2021,Mar,27,02:00
OMOKU (GAS),34.3,2.0,2021,Mar,27,02:00
OMOTOSHO (GAS),130.3,4.0,2021,Mar,27,02:00
PARAS ENERGY (GAS),54.8,8.0,2021,Mar,27,02:00
RIVERS IPP (GAS),90.0,1.0,2021,Mar,27,02:00
SAPELE (STEAM),55.0,1.0,2021,Mar,27,02:00
TRANS-AMADI (GAS),60.7,4.0,2021,Mar,27,02:00
