sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2020,May,17,01:00
AFAM VI (GAS/STEAM),262.0,4.0,2020,May,17,01:00
ALAOJI NIPP (GAS),162.5,2.0,2020,May,17,01:00
AZURA-EDO IPP (GAS),423.0,3.0,2020,May,17,01:00
EGBIN (STEAM),468.0,3.0,2020,May,17,01:00
GEREGU NIPP (GAS),80.0,1.0,2020,May,17,01:00
IBOM POWER (GAS),58.3,1.0,2020,May,17,01:00
IHOVBOR NIPP (GAS),70.1,1.0,2020,May,17,01:00
JEBBA (HYDRO),308.0,4.0,2020,May,17,01:00
KAINJI (HYDRO),331.0,4.0,2020,May,17,01:00
ODUKPANI NIPP (GAS),398.6,4.0,2020,May,17,01:00
OLORUNSOGO (GAS),116.1,4.0,2020,May,17,01:00
OLORUNSOGO NIPP (GAS),111.9,1.0,2020,May,17,01:00
OMOKU (GAS),77.0,5.0,2020,May,17,01:00
OMOTOSHO (GAS),126.0,4.0,2020,May,17,01:00
OMOTOSHO NIPP (GAS),103.1,1.0,2020,May,17,01:00
PARAS ENERGY (GAS),54.0,8.0,2020,May,17,01:00
RIVERS IPP (GAS),130.0,1.0,2020,May,17,01:00
TRANS-AMADI (GAS),49.4,4.0,2020,May,17,01:00
