unit,num,sector,year,month,day,hour
1,51.00,AFAM IV &amp; V (GAS),2018,Jan,1,21:30
4,639.00,EGBIN (STEAM),2018,Jan,1,21:30
1,95.40,IHOVBOR NIPP (GAS),2018,Jan,1,21:30
1,113.00,OLORUNSOGO NIPP (GAS),2018,Jan,1,21:30
4,137.40,OMOTOSHO (GAS),2018,Jan,1,21:30
1,100.00,OMOTOSHO NIPP (GAS),2018,Jan,1,21:30
