sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),48.0,1.0,2019,Mar,27,04:00
AFAM VI (GAS/STEAM),382.0,4.0,2019,Mar,27,04:00
AZURA-EDO IPP (GAS),225.0,3.0,2019,Mar,27,04:00
DELTA (GAS),330.0,9.0,2019,Mar,27,04:00
EGBIN (STEAM),435.0,4.0,2019,Mar,27,04:00
GEREGU NIPP (GAS),136.0,1.0,2019,Mar,27,04:00
IBOM POWER (GAS),85.8,1.0,2019,Mar,27,04:00
IHOVBOR NIPP (GAS),93.2,1.0,2019,Mar,27,04:00
JEBBA (HYDRO),285.0,3.0,2019,Mar,27,04:00
KAINJI (HYDRO),399.0,4.0,2019,Mar,27,04:00
ODUKPANI NIPP (GAS),293.5,3.0,2019,Mar,27,04:00
PARAS ENERGY (GAS),66.7,11.0,2019,Mar,27,04:00
SAPELE (STEAM),61.0,1.0,2019,Mar,27,04:00
SAPELE NIPP (GAS),97.7,1.0,2019,Mar,27,04:00
