sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),48.0,1.0,2019,Jul,12,02:00
AFAM VI (GAS/STEAM),110.2,4.0,2019,Jul,12,02:00
DELTA (GAS),262.0,8.0,2019,Jul,12,02:00
EGBIN (STEAM),319.0,4.0,2019,Jul,12,02:00
GEREGU (GAS),160.0,2.0,2019,Jul,12,02:00
IHOVBOR NIPP (GAS),85.4,1.0,2019,Jul,12,02:00
JEBBA (HYDRO),150.0,2.0,2019,Jul,12,02:00
KAINJI (HYDRO),198.0,3.0,2019,Jul,12,02:00
ODUKPANI NIPP (GAS),180.7,2.0,2019,Jul,12,02:00
OLORUNSOGO (GAS),144.6,5.0,2019,Jul,12,02:00
OMOKU (GAS),41.5,2.0,2019,Jul,12,02:00
OMOTOSHO (GAS),138.9,4.0,2019,Jul,12,02:00
OMOTOSHO NIPP (GAS),83.8,1.0,2019,Jul,12,02:00
PARAS ENERGY (GAS),63.3,8.0,2019,Jul,12,02:00
SAPELE NIPP (GAS),83.0,1.0,2019,Jul,12,02:00
SHIRORO (HYDRO),105.0,4.0,2019,Jul,12,02:00
TRANS-AMADI (GAS),48.4,3.0,2019,Jul,12,02:00
