sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),30.0,1.0,2019,Nov,6,13:00
AFAM VI (GAS/STEAM),118.0,4.0,2019,Nov,6,13:00
ALAOJI NIPP (GAS),71.8,1.0,2019,Nov,6,13:00
AZURA-EDO IPP (GAS),132.0,1.0,2019,Nov,6,13:00
DELTA (GAS),237.0,8.0,2019,Nov,6,13:00
EGBIN (STEAM),355.0,3.0,2019,Nov,6,13:00
GEREGU (GAS),258.0,2.0,2019,Nov,6,13:00
GEREGU NIPP (GAS),135.0,1.0,2019,Nov,6,13:00
IBOM POWER (GAS),92.0,1.0,2019,Nov,6,13:00
IHOVBOR NIPP (GAS),73.7,1.0,2019,Nov,6,13:00
JEBBA (HYDRO),353.0,4.0,2019,Nov,6,13:00
KAINJI (HYDRO),395.0,4.0,2019,Nov,6,13:00
ODUKPANI NIPP (GAS),191.7,2.0,2019,Nov,6,13:00
OLORUNSOGO (GAS),112.2,4.0,2019,Nov,6,13:00
OMOKU (GAS),90.5,4.0,2019,Nov,6,13:00
OMOTOSHO (GAS),95.7,3.0,2019,Nov,6,13:00
OMOTOSHO NIPP (GAS),105.2,1.0,2019,Nov,6,13:00
PARAS ENERGY (GAS),52.6,7.0,2019,Nov,6,13:00
RIVERS IPP (GAS),105.0,1.0,2019,Nov,6,13:00
SAPELE (STEAM),35.0,1.0,2019,Nov,6,13:00
SAPELE NIPP (GAS),73.7,1.0,2019,Nov,6,13:00
SHIRORO (HYDRO),442.0,4.0,2019,Nov,6,13:00
TRANS-AMADI (GAS),61.8,3.0,2019,Nov,6,13:00
