sector,num,unit,year,month,day,hour
AFAM IV & V (GAS),70.0,1.0,2021,Nov,24,21:45
AFAM VI (GAS/STEAM),190.0,4.0,2021,Nov,24,21:45
AZURA-EDO IPP (GAS),411.0,3.0,2021,Nov,24,21:45
EGBIN (STEAM),616.0,3.0,2021,Nov,24,21:45
GEREGU (GAS),271.0,2.0,2021,Nov,24,21:45
GEREGU NIPP (GAS),131.0,1.0,2021,Nov,24,21:45
IHOVBOR NIPP (GAS),104.9,1.0,2021,Nov,24,21:45
JEBBA (HYDRO),461.0,5.0,2021,Nov,24,21:45
ODUKPANI NIPP (GAS),307.8,3.0,2021,Nov,24,21:45
OLORUNSOGO (GAS),150.1,1.0,2021,Nov,24,21:45
OMOKU (GAS),46.1,3.0,2021,Nov,24,21:45
OMOTOSHO (GAS),125.1,4.0,2021,Nov,24,21:45
PARAS ENERGY (GAS),35.4,1.0,2021,Nov,24,21:45
RIVERS IPP (GAS),50.0,1.0,2021,Nov,24,21:45
SHIRORO (HYDRO),422.0,3.0,2021,Nov,24,21:45
TRANS-AMADI (GAS),73.4,4.0,2021,Nov,24,21:45
